year,skill_group_category,skill_group_name,isic_section_index,isic_section_name,industry_name,skill_group_penetration_rate
2015,Soft Skills,Time Management,K,Financial and insurance activities,Investment Banking,0.084%
2015,Soft Skills,Time Management,J,Information and communication,Telecommunications,0.081%
2015,Soft Skills,Time Management,J,Information and communication,Information Technology & Services,0.075%
2015,Soft Skills,Time Management,M,Professional scientific and technical activities,Biotechnology,0.069%
2015,Soft Skills,Time Management,C,Manufacturing,Pharmaceuticals,0.068%
2015,Soft Skills,Time Management,J,Information and communication,Publishing,0.067%
2015,Soft Skills,Time Management,J,Information and communication,Broadcast Media,0.062%
2015,Soft Skills,Time Management,M,Professional scientific and technical activities,Design,0.060%
2015,Soft Skills,Time Management,R,"Arts, entertainment and recreation ",Music,0.060%
2015,Soft Skills,Time Management,C,Manufacturing,Machinery,0.056%
2015,Soft Skills,Time Management,M,Professional scientific and technical activities,Information Services,0.055%
2015,Soft Skills,Time Management,M,Professional scientific and technical activities,Research,0.054%
2015,Soft Skills,Time Management,B,Mining and quarrying,Oil & Energy,0.050%
2015,Soft Skills,Time Management,C,Manufacturing,Plastics,0.050%
2015,Soft Skills,Time Management,C,Manufacturing,Printing,0.047%
2015,Soft Skills,Time Management,C,Manufacturing,Textiles,0.047%
2015,Soft Skills,Time Management,C,Manufacturing,Chemicals,0.046%
2015,Soft Skills,Time Management,C,Manufacturing,Aviation & Aerospace,0.044%
2015,Soft Skills,Time Management,M,Professional scientific and technical activities,Architecture & Planning,0.043%
2015,Soft Skills,Time Management,M,Professional scientific and technical activities,Translation & Localization,0.043%
2015,Soft Skills,Time Management,J,Information and communication,Computer Networking,0.042%
2015,Soft Skills,Time Management,C,Manufacturing,Electrical & Electronic Manufacturing,0.042%
2015,Soft Skills,Time Management,J,Information and communication,Newspapers,0.042%
2015,Soft Skills,Time Management,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,0.040%
2015,Soft Skills,Time Management,C,Manufacturing,Renewables & Environment,0.034%
2015,Soft Skills,Time Management,M,Professional scientific and technical activities,Graphic Design,0.032%
2015,Soft Skills,Time Management,C,Manufacturing,Packaging & Containers,0.032%
2015,Soft Skills,Time Management,M,Professional scientific and technical activities,Photography,0.028%
2015,Soft Skills,Time Management,R,"Arts, entertainment and recreation ",Fine Art,0.025%
2015,Soft Skills,Time Management,C,Manufacturing,Industrial Automation,0.019%
2015,Soft Skills,Time Management,J,Information and communication,Online Media,0.019%
2015,Soft Skills,Time Management,J,Information and communication,Semiconductors,0.014%
2015,Soft Skills,Time Management,J,Information and communication,Computer Hardware,0.011%
2015,Soft Skills,Time Management,J,Information and communication,Motion Pictures & Film,0.011%
2015,Specialized Industry Skills,Translation,M,Professional scientific and technical activities,Translation & Localization,10.454%
2015,Specialized Industry Skills,Translation,J,Information and communication,Computer Games,0.251%
2015,Specialized Industry Skills,Translation,J,Information and communication,Writing & Editing,0.163%
2015,Specialized Industry Skills,Translation,M,Professional scientific and technical activities,Professional Training & Coaching,0.110%
2015,Specialized Industry Skills,Translation,M,Professional scientific and technical activities,Legal Services,0.100%
2015,Specialized Industry Skills,Translation,J,Information and communication,Online Media,0.078%
2015,Specialized Industry Skills,Translation,J,Information and communication,Motion Pictures & Film,0.074%
2015,Specialized Industry Skills,Translation,J,Information and communication,Publishing,0.062%
2015,Specialized Industry Skills,Translation,M,Professional scientific and technical activities,Public Relations & Communications,0.060%
2015,Specialized Industry Skills,Translation,M,Professional scientific and technical activities,Events Services,0.058%
2015,Specialized Industry Skills,Translation,R,"Arts, entertainment and recreation ",Animation,0.051%
2015,Specialized Industry Skills,Translation,J,Information and communication,Internet,0.050%
2015,Specialized Industry Skills,Translation,M,Professional scientific and technical activities,Law Practice,0.049%
2015,Specialized Industry Skills,Translation,M,Professional scientific and technical activities,Information Services,0.039%
2015,Specialized Industry Skills,Translation,J,Information and communication,Media Production,0.033%
2015,Specialized Industry Skills,Translation,M,Professional scientific and technical activities,Market Research,0.029%
2015,Specialized Industry Skills,Translation,M,Professional scientific and technical activities,Research,0.028%
2015,Specialized Industry Skills,Translation,J,Information and communication,Broadcast Media,0.027%
2015,Specialized Industry Skills,Translation,J,Information and communication,Computer Software,0.027%
2015,Specialized Industry Skills,Translation,J,Information and communication,Information Technology & Services,0.025%
2015,Specialized Industry Skills,Translation,R,"Arts, entertainment and recreation ",Entertainment,0.024%
2015,Specialized Industry Skills,Translation,M,Professional scientific and technical activities,Management Consulting,0.021%
2015,Specialized Industry Skills,Translation,J,Information and communication,Newspapers,0.021%
2015,Specialized Industry Skills,Translation,M,Professional scientific and technical activities,Marketing & Advertising,0.018%
2015,Specialized Industry Skills,Translation,M,Professional scientific and technical activities,Executive Office,0.016%
2015,Specialized Industry Skills,Translation,M,Professional scientific and technical activities,Photography,0.014%
2015,Specialized Industry Skills,Translation,J,Information and communication,Telecommunications,0.014%
2015,Specialized Industry Skills,Translation,R,"Arts, entertainment and recreation ",Fine Art,0.013%
2015,Specialized Industry Skills,Translation,R,"Arts, entertainment and recreation ",Museums & Institutions,0.013%
2015,Specialized Industry Skills,Translation,R,"Arts, entertainment and recreation ",Arts & Crafts,0.012%
2015,Specialized Industry Skills,Translation,M,Professional scientific and technical activities,Graphic Design,0.011%
2015,Specialized Industry Skills,Translation,R,"Arts, entertainment and recreation ",Performing Arts,0.011%
2015,Specialized Industry Skills,Travel Management,M,Professional scientific and technical activities,Events Services,0.128%
2015,Specialized Industry Skills,Travel Management,M,Professional scientific and technical activities,Translation & Localization,0.043%
2015,Specialized Industry Skills,Travel Management,R,"Arts, entertainment and recreation ",Music,0.038%
2015,Specialized Industry Skills,Travel Management,J,Information and communication,Internet,0.037%
2015,Specialized Industry Skills,Travel Management,R,"Arts, entertainment and recreation ",Entertainment,0.036%
2015,Specialized Industry Skills,Travel Management,K,Financial and insurance activities,Venture Capital & Private Equity,0.033%
2015,Specialized Industry Skills,Travel Management,R,"Arts, entertainment and recreation ",Museums & Institutions,0.027%
2015,Specialized Industry Skills,Travel Management,R,"Arts, entertainment and recreation ",Performing Arts,0.011%
2015,Specialized Industry Skills,Urban Planning,M,Professional scientific and technical activities,Architecture & Planning,1.370%
2015,Specialized Industry Skills,Urban Planning,M,Professional scientific and technical activities,Design,0.121%
2015,Specialized Industry Skills,Urology,C,Manufacturing,Pharmaceuticals,0.120%
2015,Specialized Industry Skills,Utilities,B,Mining and quarrying,Oil & Energy,2.820%
2015,Specialized Industry Skills,Utilities,C,Manufacturing,Renewables & Environment,1.686%
2015,Specialized Industry Skills,Utilities,C,Manufacturing,Industrial Automation,0.567%
2015,Specialized Industry Skills,Utilities,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,0.444%
2015,Specialized Industry Skills,Utilities,C,Manufacturing,Electrical & Electronic Manufacturing,0.376%
2015,Specialized Industry Skills,Utilities,C,Manufacturing,Chemicals,0.186%
2015,Specialized Industry Skills,Utilities,B,Mining and quarrying,Mining & Metals,0.114%
2015,Specialized Industry Skills,Utilities,C,Manufacturing,Paper & Forest Products,0.096%
2015,Specialized Industry Skills,Utilities,C,Manufacturing,Machinery,0.081%
2015,Specialized Industry Skills,Utilities,M,Professional scientific and technical activities,Design,0.036%
2015,Specialized Industry Skills,Utilities,C,Manufacturing,Packaging & Containers,0.024%
2015,Specialized Industry Skills,Utilities,C,Manufacturing,Automotive,0.016%
2015,Specialized Industry Skills,Utilities,C,Manufacturing,Food Production,0.013%
2015,Specialized Industry Skills,Utilities,C,Manufacturing,Plastics,0.010%
2015,Specialized Industry Skills,Veterinary Medicine,M,Professional scientific and technical activities,Veterinary,5.220%
2015,Specialized Industry Skills,Veterinary Medicine,M,Professional scientific and technical activities,Biotechnology,0.427%
2015,Specialized Industry Skills,Veterinary Medicine,M,Professional scientific and technical activities,Research,0.117%
2015,Specialized Industry Skills,Veterinary Medicine,C,Manufacturing,Food Production,0.083%
2015,Specialized Industry Skills,Veterinary Medicine,C,Manufacturing,Pharmaceuticals,0.073%
2015,Specialized Industry Skills,Veterinary Medicine,M,Professional scientific and technical activities,Environmental Services,0.021%
2015,Specialized Industry Skills,Veterinary Medicine,M,Professional scientific and technical activities,Professional Training & Coaching,0.019%
2015,Specialized Industry Skills,Video,J,Information and communication,Motion Pictures & Film,19.135%
2015,Specialized Industry Skills,Video,J,Information and communication,Media Production,8.981%
2015,Specialized Industry Skills,Video,J,Information and communication,Broadcast Media,7.588%
2015,Specialized Industry Skills,Video,R,"Arts, entertainment and recreation ",Animation,5.530%
2015,Specialized Industry Skills,Video,R,"Arts, entertainment and recreation ",Entertainment,5.269%
2015,Specialized Industry Skills,Video,R,"Arts, entertainment and recreation ",Performing Arts,2.785%
2015,Specialized Industry Skills,Video,M,Professional scientific and technical activities,Photography,2.465%
2015,Specialized Industry Skills,Video,R,"Arts, entertainment and recreation ",Fine Art,1.402%
2015,Specialized Industry Skills,Video,J,Information and communication,Online Media,1.027%
2015,Specialized Industry Skills,Video,M,Professional scientific and technical activities,Events Services,0.867%
2015,Specialized Industry Skills,Video,R,"Arts, entertainment and recreation ",Music,0.747%
2015,Specialized Industry Skills,Video,M,Professional scientific and technical activities,Marketing & Advertising,0.613%
2015,Specialized Industry Skills,Video,J,Information and communication,Writing & Editing,0.569%
2015,Specialized Industry Skills,Video,R,"Arts, entertainment and recreation ",Arts & Crafts,0.473%
2015,Specialized Industry Skills,Video,M,Professional scientific and technical activities,Graphic Design,0.435%
2015,Specialized Industry Skills,Video,J,Information and communication,Newspapers,0.333%
2015,Specialized Industry Skills,Video,R,"Arts, entertainment and recreation ",Sports,0.331%
2015,Specialized Industry Skills,Video,J,Information and communication,Computer Games,0.318%
2015,Specialized Industry Skills,Video,M,Professional scientific and technical activities,Design,0.286%
2015,Specialized Industry Skills,Video,M,Professional scientific and technical activities,Public Relations & Communications,0.248%
2015,Specialized Industry Skills,Video,J,Information and communication,Internet,0.246%
2015,Specialized Industry Skills,Video,J,Information and communication,Publishing,0.224%
2015,Specialized Industry Skills,Video,J,Information and communication,Telecommunications,0.138%
2015,Specialized Industry Skills,Video,J,Information and communication,Information Technology & Services,0.075%
2015,Specialized Industry Skills,Video,J,Information and communication,Computer Software,0.057%
2015,Specialized Industry Skills,Video,R,"Arts, entertainment and recreation ",Museums & Institutions,0.040%
2015,Specialized Industry Skills,Video,M,Professional scientific and technical activities,Professional Training & Coaching,0.038%
2015,Specialized Industry Skills,Video,M,Professional scientific and technical activities,Management Consulting,0.030%
2015,Specialized Industry Skills,Video,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",0.029%
2015,Specialized Industry Skills,Video,M,Professional scientific and technical activities,Legal Services,0.019%
2015,Specialized Industry Skills,Video,M,Professional scientific and technical activities,Information Services,0.016%
2015,Specialized Industry Skills,Video,C,Manufacturing,Automotive,0.011%
2015,Specialized Industry Skills,Volunteer Management,R,"Arts, entertainment and recreation ",Museums & Institutions,0.400%
2015,Specialized Industry Skills,Water Engineering,M,Professional scientific and technical activities,Environmental Services,0.711%
2015,Tech Skills,Web Development,J,Information and communication,Computer Software,3.726%
2015,Tech Skills,Web Development,J,Information and communication,Internet,3.684%
2015,Tech Skills,Web Development,J,Information and communication,Information Technology & Services,2.150%
2015,Tech Skills,Web Development,J,Information and communication,Online Media,1.647%
2015,Tech Skills,Web Development,J,Information and communication,Computer Games,1.541%
2015,Tech Skills,Web Development,M,Professional scientific and technical activities,Graphic Design,1.316%
2015,Tech Skills,Web Development,M,Professional scientific and technical activities,Marketing & Advertising,1.274%
2015,Tech Skills,Web Development,J,Information and communication,Computer & Network Security,1.149%
2015,Tech Skills,Web Development,M,Professional scientific and technical activities,Information Services,0.972%
2015,Tech Skills,Web Development,J,Information and communication,Computer Networking,0.812%
2015,Tech Skills,Web Development,M,Professional scientific and technical activities,Outsourcing/Offshoring,0.807%
2015,Tech Skills,Web Development,M,Professional scientific and technical activities,Design,0.757%
2015,Tech Skills,Web Development,R,"Arts, entertainment and recreation ",Gambling & Casinos,0.688%
2015,Tech Skills,Web Development,J,Information and communication,Newspapers,0.635%
2015,Tech Skills,Web Development,J,Information and communication,Publishing,0.617%
2015,Tech Skills,Web Development,R,"Arts, entertainment and recreation ",Animation,0.505%
2015,Tech Skills,Web Development,M,Professional scientific and technical activities,Market Research,0.474%
2015,Tech Skills,Web Development,M,Professional scientific and technical activities,Research,0.461%
2015,Tech Skills,Web Development,K,Financial and insurance activities,Financial Services,0.454%
2015,Tech Skills,Web Development,J,Information and communication,Computer Hardware,0.443%
2015,Tech Skills,Web Development,M,Professional scientific and technical activities,Management Consulting,0.438%
2015,Tech Skills,Web Development,J,Information and communication,Media Production,0.438%
2015,Tech Skills,Web Development,J,Information and communication,Telecommunications,0.431%
2015,Tech Skills,Web Development,M,Professional scientific and technical activities,Translation & Localization,0.411%
2015,Tech Skills,Web Development,M,Professional scientific and technical activities,Professional Training & Coaching,0.396%
2015,Tech Skills,Web Development,K,Financial and insurance activities,Banking,0.334%
2015,Tech Skills,Web Development,K,Financial and insurance activities,Insurance,0.322%
2015,Tech Skills,Web Development,J,Information and communication,Broadcast Media,0.320%
2015,Tech Skills,Web Development,M,Professional scientific and technical activities,Photography,0.308%
2015,Tech Skills,Web Development,R,"Arts, entertainment and recreation ",Entertainment,0.305%
2015,Tech Skills,Web Development,C,Manufacturing,Printing,0.275%
2015,Tech Skills,Web Development,J,Information and communication,Writing & Editing,0.264%
2015,Tech Skills,Web Development,M,Professional scientific and technical activities,Events Services,0.256%
2015,Tech Skills,Web Development,R,"Arts, entertainment and recreation ",Music,0.249%
2015,Tech Skills,Web Development,M,Professional scientific and technical activities,Public Relations & Communications,0.248%
2015,Tech Skills,Web Development,K,Financial and insurance activities,Venture Capital & Private Equity,0.233%
2015,Tech Skills,Web Development,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",0.228%
2015,Tech Skills,Web Development,K,Financial and insurance activities,Capital Markets,0.183%
2015,Tech Skills,Web Development,R,"Arts, entertainment and recreation ",Sports,0.183%
2015,Tech Skills,Web Development,C,Manufacturing,Electrical & Electronic Manufacturing,0.179%
2015,Tech Skills,Web Development,C,Manufacturing,Automotive,0.176%
2015,Tech Skills,Web Development,J,Information and communication,Semiconductors,0.168%
2015,Tech Skills,Web Development,C,Manufacturing,Textiles,0.155%
2015,Tech Skills,Web Development,K,Financial and insurance activities,Investment Banking,0.147%
2015,Tech Skills,Web Development,R,"Arts, entertainment and recreation ",Arts & Crafts,0.137%
2015,Tech Skills,Web Development,M,Professional scientific and technical activities,Legal Services,0.131%
2015,Tech Skills,Web Development,K,Financial and insurance activities,Investment Management,0.124%
2015,Tech Skills,Web Development,M,Professional scientific and technical activities,Architecture & Planning,0.117%
2015,Tech Skills,Web Development,C,Manufacturing,Industrial Automation,0.107%
2015,Tech Skills,Web Development,R,"Arts, entertainment and recreation ",Museums & Institutions,0.093%
2015,Tech Skills,Web Development,M,Professional scientific and technical activities,Law Practice,0.092%
2015,Tech Skills,Web Development,M,Professional scientific and technical activities,Accounting,0.091%
2015,Tech Skills,Web Development,C,Manufacturing,Aviation & Aerospace,0.088%
2015,Tech Skills,Web Development,M,Professional scientific and technical activities,Environmental Services,0.087%
2015,Tech Skills,Web Development,B,Mining and quarrying,Oil & Energy,0.087%
2015,Tech Skills,Web Development,C,Manufacturing,Renewables & Environment,0.086%
2015,Tech Skills,Web Development,J,Information and communication,Motion Pictures & Film,0.084%
2015,Tech Skills,Web Development,M,Professional scientific and technical activities,Executive Office,0.082%
2015,Tech Skills,Web Development,M,Professional scientific and technical activities,Biotechnology,0.079%
2015,Tech Skills,Web Development,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,0.077%
2015,Tech Skills,Web Development,R,"Arts, entertainment and recreation ",Fine Art,0.063%
2015,Tech Skills,Web Development,C,Manufacturing,Food Production,0.060%
2015,Tech Skills,Web Development,C,Manufacturing,Machinery,0.056%
2015,Tech Skills,Web Development,C,Manufacturing,Chemicals,0.053%
2015,Tech Skills,Web Development,B,Mining and quarrying,Mining & Metals,0.041%
2015,Tech Skills,Web Development,C,Manufacturing,Packaging & Containers,0.041%
2015,Tech Skills,Web Development,C,Manufacturing,Pharmaceuticals,0.041%
2015,Tech Skills,Web Development,R,"Arts, entertainment and recreation ",Performing Arts,0.023%
2015,Specialized Industry Skills,Wellness,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",2.962%
2015,Specialized Industry Skills,Wellness,R,"Arts, entertainment and recreation ",Sports,0.688%
2015,Specialized Industry Skills,Wellness,M,Professional scientific and technical activities,Professional Training & Coaching,0.153%
2015,Specialized Industry Skills,Wellness,R,"Arts, entertainment and recreation ",Performing Arts,0.057%
2015,Specialized Industry Skills,Wellness,J,Information and communication,Internet,0.022%
2015,Specialized Industry Skills,Wellness,M,Professional scientific and technical activities,Marketing & Advertising,0.019%
2015,Specialized Industry Skills,Wellness,J,Information and communication,Writing & Editing,0.010%
2015,Soft Skills,Writing,J,Information and communication,Writing & Editing,7.419%
2015,Soft Skills,Writing,J,Information and communication,Publishing,4.141%
2015,Soft Skills,Writing,J,Information and communication,Newspapers,3.552%
2015,Soft Skills,Writing,J,Information and communication,Online Media,2.170%
2015,Soft Skills,Writing,J,Information and communication,Media Production,1.338%
2015,Soft Skills,Writing,J,Information and communication,Broadcast Media,1.249%
2015,Soft Skills,Writing,M,Professional scientific and technical activities,Public Relations & Communications,1.111%
2015,Soft Skills,Writing,R,"Arts, entertainment and recreation ",Performing Arts,0.708%
2015,Soft Skills,Writing,M,Professional scientific and technical activities,Translation & Localization,0.693%
2015,Soft Skills,Writing,R,"Arts, entertainment and recreation ",Museums & Institutions,0.600%
2015,Soft Skills,Writing,R,"Arts, entertainment and recreation ",Entertainment,0.559%
2015,Soft Skills,Writing,J,Information and communication,Motion Pictures & Film,0.549%
2015,Soft Skills,Writing,R,"Arts, entertainment and recreation ",Arts & Crafts,0.348%
2015,Soft Skills,Writing,R,"Arts, entertainment and recreation ",Fine Art,0.341%
2015,Soft Skills,Writing,M,Professional scientific and technical activities,Research,0.341%
2015,Soft Skills,Writing,M,Professional scientific and technical activities,Information Services,0.332%
2015,Soft Skills,Writing,J,Information and communication,Internet,0.313%
2015,Soft Skills,Writing,M,Professional scientific and technical activities,Photography,0.308%
2015,Soft Skills,Writing,M,Professional scientific and technical activities,Marketing & Advertising,0.296%
2015,Soft Skills,Writing,R,"Arts, entertainment and recreation ",Sports,0.219%
2015,Soft Skills,Writing,J,Information and communication,Computer Games,0.201%
2015,Soft Skills,Writing,M,Professional scientific and technical activities,Market Research,0.201%
2015,Soft Skills,Writing,R,"Arts, entertainment and recreation ",Music,0.181%
2015,Soft Skills,Writing,M,Professional scientific and technical activities,Graphic Design,0.170%
2015,Soft Skills,Writing,M,Professional scientific and technical activities,Professional Training & Coaching,0.153%
2015,Soft Skills,Writing,C,Manufacturing,Printing,0.114%
2015,Soft Skills,Writing,M,Professional scientific and technical activities,Design,0.093%
2015,Soft Skills,Writing,M,Professional scientific and technical activities,Environmental Services,0.091%
2015,Soft Skills,Writing,M,Professional scientific and technical activities,Events Services,0.087%
2015,Soft Skills,Writing,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",0.086%
2015,Soft Skills,Writing,J,Information and communication,Computer Software,0.081%
2015,Soft Skills,Writing,J,Information and communication,Information Technology & Services,0.079%
2015,Soft Skills,Writing,R,"Arts, entertainment and recreation ",Animation,0.076%
2015,Soft Skills,Writing,M,Professional scientific and technical activities,Management Consulting,0.072%
2015,Soft Skills,Writing,M,Professional scientific and technical activities,Law Practice,0.068%
2015,Soft Skills,Writing,M,Professional scientific and technical activities,Legal Services,0.063%
2015,Soft Skills,Writing,K,Financial and insurance activities,Financial Services,0.048%
2015,Soft Skills,Writing,M,Professional scientific and technical activities,Architecture & Planning,0.037%
2015,Soft Skills,Writing,C,Manufacturing,Aviation & Aerospace,0.036%
2015,Soft Skills,Writing,J,Information and communication,Telecommunications,0.036%
2015,Soft Skills,Writing,J,Information and communication,Computer Networking,0.032%
2015,Soft Skills,Writing,M,Professional scientific and technical activities,Accounting,0.029%
2015,Soft Skills,Writing,K,Financial and insurance activities,Insurance,0.029%
2015,Soft Skills,Writing,M,Professional scientific and technical activities,Outsourcing/Offshoring,0.029%
2015,Soft Skills,Writing,C,Manufacturing,Renewables & Environment,0.024%
2015,Soft Skills,Writing,K,Financial and insurance activities,Investment Management,0.022%
2015,Soft Skills,Writing,C,Manufacturing,Pharmaceuticals,0.021%
2015,Soft Skills,Writing,M,Professional scientific and technical activities,Biotechnology,0.020%
2015,Soft Skills,Writing,K,Financial and insurance activities,Banking,0.015%
2015,Specialized Industry Skills,Zoology,M,Professional scientific and technical activities,Veterinary,0.545%
2016,Business Skills,Accounts Payable,M,Professional scientific and technical activities,Accounting,0.609%
2016,Business Skills,Accounts Payable,M,Professional scientific and technical activities,Law Practice,0.217%
2016,Business Skills,Accounts Payable,M,Professional scientific and technical activities,Executive Office,0.189%
2016,Business Skills,Accounts Payable,B,Mining and quarrying,Oil & Energy,0.115%
2016,Business Skills,Accounts Payable,C,Manufacturing,Machinery,0.100%
2016,Business Skills,Accounts Payable,C,Manufacturing,Automotive,0.083%
2016,Business Skills,Accounts Payable,C,Manufacturing,Food Production,0.081%
2016,Business Skills,Accounts Payable,C,Manufacturing,Printing,0.079%
2016,Business Skills,Accounts Payable,J,Information and communication,Information Technology & Services,0.077%
2016,Business Skills,Accounts Payable,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,0.077%
2016,Business Skills,Accounts Payable,C,Manufacturing,Packaging & Containers,0.076%
2016,Business Skills,Accounts Payable,C,Manufacturing,Industrial Automation,0.069%
2016,Business Skills,Accounts Payable,C,Manufacturing,Electrical & Electronic Manufacturing,0.068%
2016,Business Skills,Accounts Payable,B,Mining and quarrying,Mining & Metals,0.063%
2016,Business Skills,Accounts Payable,C,Manufacturing,Textiles,0.063%
2016,Business Skills,Accounts Payable,M,Professional scientific and technical activities,Outsourcing/Offshoring,0.061%
2016,Business Skills,Accounts Payable,M,Professional scientific and technical activities,Architecture & Planning,0.057%
2016,Business Skills,Accounts Payable,C,Manufacturing,Chemicals,0.056%
2016,Business Skills,Accounts Payable,M,Professional scientific and technical activities,Environmental Services,0.056%
2016,Business Skills,Accounts Payable,K,Financial and insurance activities,Financial Services,0.055%
2016,Business Skills,Accounts Payable,J,Information and communication,Telecommunications,0.049%
2016,Business Skills,Accounts Payable,C,Manufacturing,Plastics,0.048%
2016,Business Skills,Accounts Payable,M,Professional scientific and technical activities,Legal Services,0.046%
2016,Business Skills,Accounts Payable,K,Financial and insurance activities,Insurance,0.045%
2016,Business Skills,Accounts Payable,K,Financial and insurance activities,Investment Management,0.045%
2016,Business Skills,Accounts Payable,M,Professional scientific and technical activities,Management Consulting,0.043%
2016,Business Skills,Accounts Payable,M,Professional scientific and technical activities,Marketing & Advertising,0.041%
2016,Business Skills,Accounts Payable,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",0.037%
2016,Business Skills,Accounts Payable,K,Financial and insurance activities,Venture Capital & Private Equity,0.037%
2016,Business Skills,Accounts Payable,M,Professional scientific and technical activities,Biotechnology,0.034%
2016,Business Skills,Accounts Payable,M,Professional scientific and technical activities,Design,0.033%
2016,Business Skills,Accounts Payable,C,Manufacturing,Renewables & Environment,0.033%
2016,Business Skills,Accounts Payable,J,Information and communication,Computer Software,0.032%
2016,Business Skills,Accounts Payable,M,Professional scientific and technical activities,Events Services,0.032%
2016,Business Skills,Accounts Payable,J,Information and communication,Internet,0.031%
2016,Business Skills,Accounts Payable,C,Manufacturing,Pharmaceuticals,0.028%
2016,Business Skills,Accounts Payable,C,Manufacturing,Aviation & Aerospace,0.024%
2016,Business Skills,Accounts Payable,R,"Arts, entertainment and recreation ",Entertainment,0.021%
2016,Business Skills,Accounts Payable,K,Financial and insurance activities,Banking,0.019%
2016,Business Skills,Accounts Payable,C,Manufacturing,Paper & Forest Products,0.015%
2016,Business Skills,Accounts Payable,J,Information and communication,Publishing,0.014%
2016,Business Skills,Accounts Payable,J,Information and communication,Computer Hardware,0.013%
2016,Business Skills,Accounts Payable,M,Professional scientific and technical activities,Professional Training & Coaching,0.012%
2016,Soft Skills,Active Learning,M,Professional scientific and technical activities,Professional Training & Coaching,0.087%
2016,Business Skills,Administrative Assistance,M,Professional scientific and technical activities,Executive Office,1.211%
2016,Business Skills,Administrative Assistance,M,Professional scientific and technical activities,Veterinary,0.526%
2016,Business Skills,Administrative Assistance,M,Professional scientific and technical activities,Legal Services,0.432%
2016,Business Skills,Administrative Assistance,M,Professional scientific and technical activities,Law Practice,0.391%
2016,Business Skills,Administrative Assistance,K,Financial and insurance activities,Venture Capital & Private Equity,0.296%
2016,Business Skills,Administrative Assistance,M,Professional scientific and technical activities,Accounting,0.286%
2016,Business Skills,Administrative Assistance,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",0.230%
2016,Business Skills,Administrative Assistance,K,Financial and insurance activities,Investment Management,0.216%
2016,Business Skills,Administrative Assistance,M,Professional scientific and technical activities,Outsourcing/Offshoring,0.160%
2016,Business Skills,Administrative Assistance,K,Financial and insurance activities,Insurance,0.143%
2016,Business Skills,Administrative Assistance,C,Manufacturing,Automotive,0.136%
2016,Business Skills,Administrative Assistance,M,Professional scientific and technical activities,Architecture & Planning,0.120%
2016,Business Skills,Administrative Assistance,K,Financial and insurance activities,Financial Services,0.117%
2016,Business Skills,Administrative Assistance,M,Professional scientific and technical activities,Environmental Services,0.116%
2016,Business Skills,Administrative Assistance,M,Professional scientific and technical activities,Management Consulting,0.105%
2016,Business Skills,Administrative Assistance,C,Manufacturing,Pharmaceuticals,0.100%
2016,Business Skills,Administrative Assistance,M,Professional scientific and technical activities,Biotechnology,0.097%
2016,Business Skills,Administrative Assistance,B,Mining and quarrying,Oil & Energy,0.097%
2016,Business Skills,Administrative Assistance,J,Information and communication,Writing & Editing,0.096%
2016,Business Skills,Administrative Assistance,M,Professional scientific and technical activities,Market Research,0.094%
2016,Business Skills,Administrative Assistance,C,Manufacturing,Printing,0.091%
2016,Business Skills,Administrative Assistance,M,Professional scientific and technical activities,Research,0.091%
2016,Business Skills,Administrative Assistance,C,Manufacturing,Food Production,0.089%
2016,Business Skills,Administrative Assistance,J,Information and communication,Internet,0.087%
2016,Business Skills,Administrative Assistance,R,"Arts, entertainment and recreation ",Gambling & Casinos,0.086%
2016,Business Skills,Administrative Assistance,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,0.082%
2016,Business Skills,Administrative Assistance,B,Mining and quarrying,Mining & Metals,0.082%
2016,Business Skills,Administrative Assistance,M,Professional scientific and technical activities,Professional Training & Coaching,0.081%
2016,Business Skills,Administrative Assistance,C,Manufacturing,Electrical & Electronic Manufacturing,0.080%
2016,Business Skills,Administrative Assistance,C,Manufacturing,Machinery,0.079%
2016,Business Skills,Administrative Assistance,M,Professional scientific and technical activities,Information Services,0.078%
2016,Business Skills,Administrative Assistance,M,Professional scientific and technical activities,Events Services,0.077%
2016,Business Skills,Administrative Assistance,J,Information and communication,Information Technology & Services,0.075%
2016,Business Skills,Administrative Assistance,M,Professional scientific and technical activities,Public Relations & Communications,0.072%
2016,Business Skills,Administrative Assistance,C,Manufacturing,Plastics,0.071%
2016,Business Skills,Administrative Assistance,M,Professional scientific and technical activities,Design,0.070%
2016,Business Skills,Administrative Assistance,C,Manufacturing,Chemicals,0.066%
2016,Business Skills,Administrative Assistance,J,Information and communication,Telecommunications,0.063%
2016,Business Skills,Administrative Assistance,J,Information and communication,Computer Software,0.062%
2016,Business Skills,Administrative Assistance,M,Professional scientific and technical activities,Marketing & Advertising,0.060%
2016,Business Skills,Administrative Assistance,K,Financial and insurance activities,Banking,0.059%
