year,isic_section_index,isic_section_name,industry_name,skill_group_category,skill_group_name,skill_group_rank
2018,R,"Arts, entertainment and recreation ",Gambling & Casinos,Tech Skills,Digital Literacy,5
2018,R,"Arts, entertainment and recreation ",Gambling & Casinos,Specialized Industry Skills,Lodging,6
2018,R,"Arts, entertainment and recreation ",Gambling & Casinos,Business Skills,People Management,7
2018,R,"Arts, entertainment and recreation ",Gambling & Casinos,Tech Skills,Social Media,8
2018,R,"Arts, entertainment and recreation ",Gambling & Casinos,Soft Skills,Time Management,9
2018,R,"Arts, entertainment and recreation ",Gambling & Casinos,Business Skills,Project Management,10
2018,M,Professional scientific and technical activities,Graphic Design,Tech Skills,Graphic Design,1
2018,M,Professional scientific and technical activities,Graphic Design,Specialized Industry Skills,Photography,2
2018,M,Professional scientific and technical activities,Graphic Design,Business Skills,Advertising,3
2018,M,Professional scientific and technical activities,Graphic Design,Specialized Industry Skills,Retail Packaging,4
2018,M,Professional scientific and technical activities,Graphic Design,Tech Skills,Social Media,5
2018,M,Professional scientific and technical activities,Graphic Design,Business Skills,Corporate Communications,6
2018,M,Professional scientific and technical activities,Graphic Design,Tech Skills,Signal Processing,7
2018,M,Professional scientific and technical activities,Graphic Design,Tech Skills,Animation,8
2018,M,Professional scientific and technical activities,Graphic Design,Tech Skills,Digital Literacy,9
2018,M,Professional scientific and technical activities,Graphic Design,Business Skills,Product Marketing,10
2018,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",Specialized Industry Skills,Wellness,1
2018,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",Soft Skills,Oral Communication,2
2018,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",Specialized Industry Skills,Personal Coaching,3
2018,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",Soft Skills,Leadership,4
2018,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",Specialized Industry Skills,Physical Medicine and Rehabilitation,5
2018,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",Tech Skills,Digital Literacy,6
2018,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",Business Skills,Business Management,7
2018,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",Specialized Industry Skills,Healthcare Management,8
2018,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",Specialized Industry Skills,Public Health,9
2018,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",Specialized Industry Skills,Teaching,10
2018,C,Manufacturing,Industrial Automation,Disruptive Tech Skills,Robotics,1
2018,C,Manufacturing,Industrial Automation,Specialized Industry Skills,Electronic Control Systems,2
2018,C,Manufacturing,Industrial Automation,Specialized Industry Skills,Instrumentation,3
2018,C,Manufacturing,Industrial Automation,Specialized Industry Skills,Utilities,4
2018,C,Manufacturing,Industrial Automation,Business Skills,Product Development,5
2018,C,Manufacturing,Industrial Automation,Specialized Industry Skills,Architecture,6
2018,C,Manufacturing,Industrial Automation,Business Skills,Manufacturing Operations,7
2018,C,Manufacturing,Industrial Automation,Business Skills,Project Management,8
2018,C,Manufacturing,Industrial Automation,Specialized Industry Skills,Retail Sales,9
2018,C,Manufacturing,Industrial Automation,Soft Skills,Negotiation,10
2018,M,Professional scientific and technical activities,Information Services,Business Skills,Business Management,1
2018,M,Professional scientific and technical activities,Information Services,Business Skills,Management Consulting,2
2018,M,Professional scientific and technical activities,Information Services,Tech Skills,Social Media,3
2018,M,Professional scientific and technical activities,Information Services,Business Skills,Project Management,4
2018,M,Professional scientific and technical activities,Information Services,Soft Skills,Leadership,5
2018,M,Professional scientific and technical activities,Information Services,Business Skills,Product Marketing,6
2018,M,Professional scientific and technical activities,Information Services,Specialized Industry Skills,Research,7
2018,M,Professional scientific and technical activities,Information Services,Tech Skills,Data Storage Technologies,8
2018,M,Professional scientific and technical activities,Information Services,Tech Skills,Digital Literacy,9
2018,M,Professional scientific and technical activities,Information Services,Disruptive Tech Skills,Data Science,10
2018,J,Information and communication,Information Technology & Services,Disruptive Tech Skills,Cloud Computing,1
2018,J,Information and communication,Information Technology & Services,Tech Skills,Web Development,2
2018,J,Information and communication,Information Technology & Services,Business Skills,Business Management,3
2018,J,Information and communication,Information Technology & Services,Tech Skills,Data Storage Technologies,4
2018,J,Information and communication,Information Technology & Services,Disruptive Tech Skills,Development Tools,5
2018,J,Information and communication,Information Technology & Services,Tech Skills,Technical Support,6
2018,J,Information and communication,Information Technology & Services,Tech Skills,Software Development Life Cycle (SDLC),7
2018,J,Information and communication,Information Technology & Services,Business Skills,Project Management,8
2018,J,Information and communication,Information Technology & Services,Soft Skills,Leadership,9
2018,J,Information and communication,Information Technology & Services,Tech Skills,Computer Networking,10
2018,K,Financial and insurance activities,Insurance,Business Skills,Insurance,1
2018,K,Financial and insurance activities,Insurance,Soft Skills,Negotiation,2
2018,K,Financial and insurance activities,Insurance,Business Skills,Business Management,3
2018,K,Financial and insurance activities,Insurance,Soft Skills,Leadership,4
2018,K,Financial and insurance activities,Insurance,Tech Skills,Digital Literacy,5
2018,K,Financial and insurance activities,Insurance,Business Skills,Management Consulting,6
2018,K,Financial and insurance activities,Insurance,Business Skills,Financial Accounting,7
2018,K,Financial and insurance activities,Insurance,Business Skills,Project Management,8
2018,K,Financial and insurance activities,Insurance,Specialized Industry Skills,Retail Sales,9
2018,K,Financial and insurance activities,Insurance,Soft Skills,Oral Communication,10
2018,J,Information and communication,Internet,Tech Skills,Web Development,1
2018,J,Information and communication,Internet,Tech Skills,Social Media,2
2018,J,Information and communication,Internet,Business Skills,Digital Marketing,3
2018,J,Information and communication,Internet,Soft Skills,Leadership,4
2018,J,Information and communication,Internet,Tech Skills,Graphic Design,5
2018,J,Information and communication,Internet,Business Skills,Business Management,6
2018,J,Information and communication,Internet,Tech Skills,Data Storage Technologies,7
2018,J,Information and communication,Internet,Disruptive Tech Skills,Development Tools,8
2018,J,Information and communication,Internet,Business Skills,Product Marketing,9
2018,J,Information and communication,Internet,Tech Skills,Digital Literacy,10
2018,K,Financial and insurance activities,Investment Banking,Business Skills,Financial Accounting,1
2018,K,Financial and insurance activities,Investment Banking,Business Skills,Investment Banking,2
2018,K,Financial and insurance activities,Investment Banking,Business Skills,Economics,3
2018,K,Financial and insurance activities,Investment Banking,Business Skills,Capital Markets,4
2018,K,Financial and insurance activities,Investment Banking,Business Skills,Growth Strategies,5
2018,K,Financial and insurance activities,Investment Banking,Business Skills,Business Management,6
2018,K,Financial and insurance activities,Investment Banking,Business Skills,Insurance,7
2018,K,Financial and insurance activities,Investment Banking,Soft Skills,Leadership,8
2018,K,Financial and insurance activities,Investment Banking,Tech Skills,Digital Literacy,9
2018,K,Financial and insurance activities,Investment Banking,Business Skills,Project Management,10
2018,K,Financial and insurance activities,Investment Management,Business Skills,Investment Banking,1
2018,K,Financial and insurance activities,Investment Management,Business Skills,Capital Markets,2
2018,K,Financial and insurance activities,Investment Management,Business Skills,Economics,3
2018,K,Financial and insurance activities,Investment Management,Business Skills,Financial Accounting,4
2018,K,Financial and insurance activities,Investment Management,Business Skills,Business Management,5
2018,K,Financial and insurance activities,Investment Management,Soft Skills,Leadership,6
2018,K,Financial and insurance activities,Investment Management,Soft Skills,Negotiation,7
2018,K,Financial and insurance activities,Investment Management,Business Skills,Insurance,8
2018,K,Financial and insurance activities,Investment Management,Business Skills,Project Management,9
2018,K,Financial and insurance activities,Investment Management,Tech Skills,Digital Literacy,10
2018,M,Professional scientific and technical activities,Law Practice,Specialized Industry Skills,Law,1
2018,M,Professional scientific and technical activities,Law Practice,Specialized Industry Skills,Contract Law,2
2018,M,Professional scientific and technical activities,Law Practice,Specialized Industry Skills,Employment Law,3
2018,M,Professional scientific and technical activities,Law Practice,Specialized Industry Skills,Family Law,4
2018,M,Professional scientific and technical activities,Law Practice,Specialized Industry Skills,Intellectual Property,5
2018,M,Professional scientific and technical activities,Law Practice,Soft Skills,Negotiation,6
2018,M,Professional scientific and technical activities,Law Practice,Specialized Industry Skills,International Law,7
2018,M,Professional scientific and technical activities,Law Practice,Specialized Industry Skills,Criminal Law,8
2018,M,Professional scientific and technical activities,Law Practice,Specialized Industry Skills,Research,9
2018,M,Professional scientific and technical activities,Law Practice,Business Skills,Growth Strategies,10
2018,M,Professional scientific and technical activities,Legal Services,Specialized Industry Skills,Law,1
2018,M,Professional scientific and technical activities,Legal Services,Specialized Industry Skills,Contract Law,2
2018,M,Professional scientific and technical activities,Legal Services,Specialized Industry Skills,Intellectual Property,3
2018,M,Professional scientific and technical activities,Legal Services,Soft Skills,Negotiation,4
2018,M,Professional scientific and technical activities,Legal Services,Specialized Industry Skills,Employment Law,5
2018,M,Professional scientific and technical activities,Legal Services,Specialized Industry Skills,International Law,6
2018,M,Professional scientific and technical activities,Legal Services,Specialized Industry Skills,Family Law,7
2018,M,Professional scientific and technical activities,Legal Services,Specialized Industry Skills,Research,8
2018,M,Professional scientific and technical activities,Legal Services,Soft Skills,Oral Communication,9
2018,M,Professional scientific and technical activities,Legal Services,Specialized Industry Skills,Criminal Law,10
2018,C,Manufacturing,Machinery,Soft Skills,Negotiation,1
2018,C,Manufacturing,Machinery,Business Skills,Product Development,2
2018,C,Manufacturing,Machinery,Business Skills,Business Management,3
2018,C,Manufacturing,Machinery,Business Skills,Manufacturing Operations,4
2018,C,Manufacturing,Machinery,Soft Skills,Leadership,5
2018,C,Manufacturing,Machinery,Business Skills,Project Management,6
2018,C,Manufacturing,Machinery,Specialized Industry Skills,Retail Sales,7
2018,C,Manufacturing,Machinery,Tech Skills,Digital Literacy,8
2018,C,Manufacturing,Machinery,Specialized Industry Skills,Architecture,9
2018,C,Manufacturing,Machinery,Specialized Industry Skills,Machining,10
2018,M,Professional scientific and technical activities,Management Consulting,Business Skills,Business Management,1
2018,M,Professional scientific and technical activities,Management Consulting,Business Skills,Management Consulting,2
2018,M,Professional scientific and technical activities,Management Consulting,Business Skills,Project Management,3
2018,M,Professional scientific and technical activities,Management Consulting,Soft Skills,Leadership,4
2018,M,Professional scientific and technical activities,Management Consulting,Business Skills,Financial Accounting,5
2018,M,Professional scientific and technical activities,Management Consulting,Soft Skills,Negotiation,6
2018,M,Professional scientific and technical activities,Management Consulting,Business Skills,Employee Learning & Development,7
2018,M,Professional scientific and technical activities,Management Consulting,Business Skills,Entrepreneurship,8
2018,M,Professional scientific and technical activities,Management Consulting,Business Skills,Product Marketing,9
2018,M,Professional scientific and technical activities,Management Consulting,Tech Skills,Digital Literacy,10
2018,M,Professional scientific and technical activities,Market Research,Business Skills,Product Marketing,1
2018,M,Professional scientific and technical activities,Market Research,Specialized Industry Skills,Research,2
2018,M,Professional scientific and technical activities,Market Research,Disruptive Tech Skills,Data Science,3
2018,M,Professional scientific and technical activities,Market Research,Business Skills,Management Consulting,4
2018,M,Professional scientific and technical activities,Market Research,Business Skills,Business Management,5
2018,M,Professional scientific and technical activities,Market Research,Specialized Industry Skills,Higher Education,6
2018,M,Professional scientific and technical activities,Market Research,Soft Skills,Leadership,7
2018,M,Professional scientific and technical activities,Market Research,Tech Skills,Digital Literacy,8
2018,M,Professional scientific and technical activities,Market Research,Tech Skills,Social Media,9
2018,M,Professional scientific and technical activities,Market Research,Business Skills,Project Management,10
2018,M,Professional scientific and technical activities,Marketing & Advertising,Tech Skills,Social Media,1
2018,M,Professional scientific and technical activities,Marketing & Advertising,Business Skills,Product Marketing,2
2018,M,Professional scientific and technical activities,Marketing & Advertising,Business Skills,Digital Marketing,3
2018,M,Professional scientific and technical activities,Marketing & Advertising,Business Skills,Advertising,4
2018,M,Professional scientific and technical activities,Marketing & Advertising,Tech Skills,Graphic Design,5
2018,M,Professional scientific and technical activities,Marketing & Advertising,Business Skills,Business Management,6
2018,M,Professional scientific and technical activities,Marketing & Advertising,Specialized Industry Skills,Event Planning,7
2018,M,Professional scientific and technical activities,Marketing & Advertising,Soft Skills,Negotiation,8
2018,M,Professional scientific and technical activities,Marketing & Advertising,Soft Skills,Leadership,9
2018,M,Professional scientific and technical activities,Marketing & Advertising,Tech Skills,Digital Literacy,10
2018,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,Specialized Industry Skills,Architecture,1
2018,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,Soft Skills,Negotiation,2
2018,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,Specialized Industry Skills,Machining,3
2018,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,Business Skills,Project Management,4
2018,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,Business Skills,Manufacturing Operations,5
2018,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,Business Skills,Product Development,6
2018,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,Soft Skills,Leadership,7
2018,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,Tech Skills,Digital Literacy,8
2018,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,Business Skills,Business Management,9
2018,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,Tech Skills,Scientific Computing,10
2018,J,Information and communication,Media Production,Specialized Industry Skills,Video,1
2018,J,Information and communication,Media Production,Tech Skills,Social Media,2
2018,J,Information and communication,Media Production,Specialized Industry Skills,Television,3
2018,J,Information and communication,Media Production,Specialized Industry Skills,Editing,4
2018,J,Information and communication,Media Production,Specialized Industry Skills,Journalism,5
2018,J,Information and communication,Media Production,Specialized Industry Skills,Photography,6
2018,J,Information and communication,Media Production,Tech Skills,Graphic Design,7
2018,J,Information and communication,Media Production,Business Skills,Advertising,8
2018,J,Information and communication,Media Production,Soft Skills,Writing,9
2018,J,Information and communication,Media Production,Tech Skills,Digital Literacy,10
2018,B,Mining and quarrying,Mining & Metals,Specialized Industry Skills,Mining,1
2018,B,Mining and quarrying,Mining & Metals,Soft Skills,Negotiation,2
2018,B,Mining and quarrying,Mining & Metals,Business Skills,Project Management,3
2018,B,Mining and quarrying,Mining & Metals,Business Skills,Manufacturing Operations,4
2018,B,Mining and quarrying,Mining & Metals,Business Skills,Business Management,5
2018,B,Mining and quarrying,Mining & Metals,Tech Skills,Digital Literacy,6
2018,B,Mining and quarrying,Mining & Metals,Business Skills,Procurement,7
2018,B,Mining and quarrying,Mining & Metals,Soft Skills,Leadership,8
2018,B,Mining and quarrying,Mining & Metals,Specialized Industry Skills,Maintenance & Repair,9
2018,B,Mining and quarrying,Mining & Metals,Specialized Industry Skills,Earth Science,10
2018,J,Information and communication,Motion Pictures & Film,Specialized Industry Skills,Video,1
2018,J,Information and communication,Motion Pictures & Film,Specialized Industry Skills,Television,2
2018,J,Information and communication,Motion Pictures & Film,Specialized Industry Skills,Editing,3
2018,J,Information and communication,Motion Pictures & Film,Specialized Industry Skills,Photography,4
2018,J,Information and communication,Motion Pictures & Film,Tech Skills,Social Media,5
2018,J,Information and communication,Motion Pictures & Film,Tech Skills,Graphic Design,6
2018,J,Information and communication,Motion Pictures & Film,Tech Skills,Animation,7
2018,J,Information and communication,Motion Pictures & Film,Tech Skills,Digital Literacy,8
2018,J,Information and communication,Motion Pictures & Film,Business Skills,Advertising,9
2018,J,Information and communication,Motion Pictures & Film,Soft Skills,Writing,10
2018,R,"Arts, entertainment and recreation ",Museums & Institutions,Specialized Industry Skills,Art History,1
2018,R,"Arts, entertainment and recreation ",Museums & Institutions,Specialized Industry Skills,Teaching,2
2018,R,"Arts, entertainment and recreation ",Museums & Institutions,Specialized Industry Skills,Editing,3
2018,R,"Arts, entertainment and recreation ",Museums & Institutions,Tech Skills,Social Media,4
2018,R,"Arts, entertainment and recreation ",Museums & Institutions,Specialized Industry Skills,Research,5
2018,R,"Arts, entertainment and recreation ",Museums & Institutions,Specialized Industry Skills,Painting,6
2018,R,"Arts, entertainment and recreation ",Museums & Institutions,Soft Skills,Oral Communication,7
2018,R,"Arts, entertainment and recreation ",Museums & Institutions,Specialized Industry Skills,Event Planning,8
2018,R,"Arts, entertainment and recreation ",Museums & Institutions,Tech Skills,Digital Literacy,9
2018,R,"Arts, entertainment and recreation ",Museums & Institutions,Specialized Industry Skills,Photography,10
2018,R,"Arts, entertainment and recreation ",Music,Specialized Industry Skills,Music,1
2018,R,"Arts, entertainment and recreation ",Music,Tech Skills,Social Media,2
2018,R,"Arts, entertainment and recreation ",Music,Specialized Industry Skills,Teaching,3
2018,R,"Arts, entertainment and recreation ",Music,Specialized Industry Skills,Event Planning,4
2018,R,"Arts, entertainment and recreation ",Music,Specialized Industry Skills,Radio Production,5
2018,R,"Arts, entertainment and recreation ",Music,Tech Skills,Digital Literacy,6
2018,R,"Arts, entertainment and recreation ",Music,Soft Skills,Oral Communication,7
2018,R,"Arts, entertainment and recreation ",Music,Business Skills,Business Management,8
2018,R,"Arts, entertainment and recreation ",Music,Specialized Industry Skills,Video,9
2018,R,"Arts, entertainment and recreation ",Music,Specialized Industry Skills,Editing,10
2018,J,Information and communication,Newspapers,Specialized Industry Skills,Journalism,1
2018,J,Information and communication,Newspapers,Specialized Industry Skills,Editing,2
2018,J,Information and communication,Newspapers,Tech Skills,Social Media,3
2018,J,Information and communication,Newspapers,Soft Skills,Writing,4
2018,J,Information and communication,Newspapers,Business Skills,Corporate Communications,5
2018,J,Information and communication,Newspapers,Business Skills,Advertising,6
2018,J,Information and communication,Newspapers,Specialized Industry Skills,Research,7
2018,J,Information and communication,Newspapers,Tech Skills,Digital Literacy,8
2018,J,Information and communication,Newspapers,Specialized Industry Skills,Photography,9
2018,J,Information and communication,Newspapers,Soft Skills,Oral Communication,10
2018,B,Mining and quarrying,Oil & Energy,Specialized Industry Skills,Oil & Gas,1
2018,B,Mining and quarrying,Oil & Energy,Specialized Industry Skills,Drilling Engineering,2
2018,B,Mining and quarrying,Oil & Energy,Specialized Industry Skills,Utilities,3
2018,B,Mining and quarrying,Oil & Energy,Soft Skills,Negotiation,4
2018,B,Mining and quarrying,Oil & Energy,Business Skills,Project Management,5
2018,B,Mining and quarrying,Oil & Energy,Business Skills,Business Management,6
2018,B,Mining and quarrying,Oil & Energy,Tech Skills,Digital Literacy,7
2018,B,Mining and quarrying,Oil & Energy,Business Skills,Manufacturing Operations,8
2018,B,Mining and quarrying,Oil & Energy,Soft Skills,Leadership,9
2018,B,Mining and quarrying,Oil & Energy,Specialized Industry Skills,Instrumentation,10
2018,J,Information and communication,Online Media,Tech Skills,Social Media,1
2018,J,Information and communication,Online Media,Specialized Industry Skills,Editing,2
2018,J,Information and communication,Online Media,Specialized Industry Skills,Journalism,3
2018,J,Information and communication,Online Media,Business Skills,Digital Marketing,4
2018,J,Information and communication,Online Media,Soft Skills,Writing,5
2018,J,Information and communication,Online Media,Business Skills,Advertising,6
2018,J,Information and communication,Online Media,Tech Skills,Graphic Design,7
2018,J,Information and communication,Online Media,Business Skills,Product Marketing,8
2018,J,Information and communication,Online Media,Tech Skills,Digital Literacy,9
2018,J,Information and communication,Online Media,Soft Skills,Oral Communication,10
2018,M,Professional scientific and technical activities,Outsourcing/Offshoring,Business Skills,Customer Experience,1
2018,M,Professional scientific and technical activities,Outsourcing/Offshoring,Soft Skills,Leadership,2
2018,M,Professional scientific and technical activities,Outsourcing/Offshoring,Business Skills,Business Management,3
2018,M,Professional scientific and technical activities,Outsourcing/Offshoring,Business Skills,People Management,4
2018,M,Professional scientific and technical activities,Outsourcing/Offshoring,Business Skills,Employee Learning & Development,5
2018,M,Professional scientific and technical activities,Outsourcing/Offshoring,Tech Skills,Digital Literacy,6
2018,M,Professional scientific and technical activities,Outsourcing/Offshoring,Business Skills,Sales Operations,7
2018,M,Professional scientific and technical activities,Outsourcing/Offshoring,Business Skills,Project Management,8
2018,M,Professional scientific and technical activities,Outsourcing/Offshoring,Business Skills,Human Resources,9
2018,M,Professional scientific and technical activities,Outsourcing/Offshoring,Soft Skills,Time Management,10
2018,C,Manufacturing,Packaging & Containers,Specialized Industry Skills,Retail Packaging,1
2018,C,Manufacturing,Packaging & Containers,Business Skills,Product Development,2
2018,C,Manufacturing,Packaging & Containers,Soft Skills,Negotiation,3
2018,C,Manufacturing,Packaging & Containers,Business Skills,Manufacturing Operations,4
2018,C,Manufacturing,Packaging & Containers,Specialized Industry Skills,Retail Sales,5
2018,C,Manufacturing,Packaging & Containers,Business Skills,Inside Sales,6
2018,C,Manufacturing,Packaging & Containers,Business Skills,Business Management,7
2018,C,Manufacturing,Packaging & Containers,Specialized Industry Skills,Plastics,8
2018,C,Manufacturing,Packaging & Containers,Soft Skills,Leadership,9
2018,C,Manufacturing,Packaging & Containers,Tech Skills,Digital Literacy,10
2018,C,Manufacturing,Paper & Forest Products,Business Skills,Product Development,1
2018,C,Manufacturing,Paper & Forest Products,Soft Skills,Negotiation,2
2018,C,Manufacturing,Paper & Forest Products,Specialized Industry Skills,Chemical Industry,3
2018,C,Manufacturing,Paper & Forest Products,Business Skills,Manufacturing Operations,4
2018,C,Manufacturing,Paper & Forest Products,Business Skills,Business Management,5
2018,C,Manufacturing,Paper & Forest Products,Specialized Industry Skills,Retail Sales,6
2018,C,Manufacturing,Paper & Forest Products,Tech Skills,Enterprise Software,7
2018,C,Manufacturing,Paper & Forest Products,Business Skills,Project Management,8
2018,C,Manufacturing,Paper & Forest Products,Specialized Industry Skills,Forestry,9
2018,C,Manufacturing,Paper & Forest Products,Tech Skills,Digital Literacy,10
2018,R,"Arts, entertainment and recreation ",Performing Arts,Specialized Industry Skills,Theatre,1
2018,R,"Arts, entertainment and recreation ",Performing Arts,Specialized Industry Skills,Teaching,2
2018,R,"Arts, entertainment and recreation ",Performing Arts,Specialized Industry Skills,Dance,3
2018,R,"Arts, entertainment and recreation ",Performing Arts,Specialized Industry Skills,Event Planning,4
2018,R,"Arts, entertainment and recreation ",Performing Arts,Tech Skills,Social Media,5
2018,R,"Arts, entertainment and recreation ",Performing Arts,Specialized Industry Skills,Music,6
2018,R,"Arts, entertainment and recreation ",Performing Arts,Specialized Industry Skills,Video,7
2018,R,"Arts, entertainment and recreation ",Performing Arts,Soft Skills,Oral Communication,8
2018,R,"Arts, entertainment and recreation ",Performing Arts,Specialized Industry Skills,Television,9
2018,R,"Arts, entertainment and recreation ",Performing Arts,Specialized Industry Skills,Editing,10
2018,C,Manufacturing,Pharmaceuticals,Specialized Industry Skills,Pharmaceutical Manufacturing,1
2018,C,Manufacturing,Pharmaceuticals,Specialized Industry Skills,Pharmaceutics,2
2018,C,Manufacturing,Pharmaceuticals,Specialized Industry Skills,Oncology,3
2018,C,Manufacturing,Pharmaceuticals,Specialized Industry Skills,Cardiology,4
2018,C,Manufacturing,Pharmaceuticals,Business Skills,Product Development,5
2018,C,Manufacturing,Pharmaceuticals,Specialized Industry Skills,Law,6
2018,C,Manufacturing,Pharmaceuticals,Specialized Industry Skills,Product Testing,7
2018,C,Manufacturing,Pharmaceuticals,Soft Skills,Leadership,8
2018,C,Manufacturing,Pharmaceuticals,Business Skills,Business Management,9
2018,C,Manufacturing,Pharmaceuticals,Business Skills,Inside Sales,10
2018,M,Professional scientific and technical activities,Photography,Specialized Industry Skills,Photography,1
2018,M,Professional scientific and technical activities,Photography,Specialized Industry Skills,Commercial Photography,2
2018,M,Professional scientific and technical activities,Photography,Tech Skills,Graphic Design,3
2018,M,Professional scientific and technical activities,Photography,Tech Skills,Social Media,4
2018,M,Professional scientific and technical activities,Photography,Specialized Industry Skills,Editing,5
2018,M,Professional scientific and technical activities,Photography,Business Skills,Advertising,6
2018,M,Professional scientific and technical activities,Photography,Specialized Industry Skills,Video,7
2018,M,Professional scientific and technical activities,Photography,Tech Skills,Digital Literacy,8
2018,M,Professional scientific and technical activities,Photography,Soft Skills,Oral Communication,9
2018,M,Professional scientific and technical activities,Photography,Soft Skills,Leadership,10
2018,C,Manufacturing,Plastics,Business Skills,Product Development,1
2018,C,Manufacturing,Plastics,Specialized Industry Skills,Plastics,2
2018,C,Manufacturing,Plastics,Soft Skills,Negotiation,3
2018,C,Manufacturing,Plastics,Business Skills,Manufacturing Operations,4
2018,C,Manufacturing,Plastics,Specialized Industry Skills,Chemical Industry,5
2018,C,Manufacturing,Plastics,Specialized Industry Skills,Retail Sales,6
2018,C,Manufacturing,Plastics,Specialized Industry Skills,Automotive,7
2018,C,Manufacturing,Plastics,Business Skills,Business Management,8
2018,C,Manufacturing,Plastics,Tech Skills,Digital Literacy,9
2018,C,Manufacturing,Plastics,Soft Skills,Leadership,10
2018,C,Manufacturing,Printing,Specialized Industry Skills,Printing,1
2018,C,Manufacturing,Printing,Specialized Industry Skills,Retail Packaging,2
2018,C,Manufacturing,Printing,Tech Skills,Graphic Design,3
2018,C,Manufacturing,Printing,Business Skills,Product Marketing,4
2018,C,Manufacturing,Printing,Business Skills,Advertising,5
2018,C,Manufacturing,Printing,Specialized Industry Skills,Retail Sales,6
2018,C,Manufacturing,Printing,Business Skills,Inside Sales,7
2018,C,Manufacturing,Printing,Soft Skills,Negotiation,8
2018,C,Manufacturing,Printing,Tech Skills,Digital Literacy,9
2018,C,Manufacturing,Printing,Business Skills,Business Management,10
2018,M,Professional scientific and technical activities,Professional Training & Coaching,Business Skills,Employee Learning & Development,1
2018,M,Professional scientific and technical activities,Professional Training & Coaching,Specialized Industry Skills,Personal Coaching,2
2018,M,Professional scientific and technical activities,Professional Training & Coaching,Soft Skills,Oral Communication,3
2018,M,Professional scientific and technical activities,Professional Training & Coaching,Soft Skills,Leadership,4
2018,M,Professional scientific and technical activities,Professional Training & Coaching,Business Skills,Business Management,5
2018,M,Professional scientific and technical activities,Professional Training & Coaching,Specialized Industry Skills,Teaching,6
2018,M,Professional scientific and technical activities,Professional Training & Coaching,Business Skills,Project Management,7
2018,M,Professional scientific and technical activities,Professional Training & Coaching,Tech Skills,Digital Literacy,8
2018,M,Professional scientific and technical activities,Professional Training & Coaching,Business Skills,Entrepreneurship,9
2018,M,Professional scientific and technical activities,Professional Training & Coaching,Specialized Industry Skills,Research,10
2018,M,Professional scientific and technical activities,Public Relations & Communications,Tech Skills,Social Media,1
2018,M,Professional scientific and technical activities,Public Relations & Communications,Business Skills,Corporate Communications,2
2018,M,Professional scientific and technical activities,Public Relations & Communications,Specialized Industry Skills,Event Planning,3
2018,M,Professional scientific and technical activities,Public Relations & Communications,Specialized Industry Skills,Journalism,4
2018,M,Professional scientific and technical activities,Public Relations & Communications,Soft Skills,Oral Communication,5
2018,M,Professional scientific and technical activities,Public Relations & Communications,Business Skills,Advertising,6
2018,M,Professional scientific and technical activities,Public Relations & Communications,Specialized Industry Skills,Editing,7
2018,M,Professional scientific and technical activities,Public Relations & Communications,Business Skills,Product Marketing,8
2018,M,Professional scientific and technical activities,Public Relations & Communications,Specialized Industry Skills,Research,9
2018,M,Professional scientific and technical activities,Public Relations & Communications,Tech Skills,Digital Literacy,10
2018,J,Information and communication,Publishing,Specialized Industry Skills,Editing,1
2018,J,Information and communication,Publishing,Specialized Industry Skills,Journalism,2
2018,J,Information and communication,Publishing,Soft Skills,Writing,3
2018,J,Information and communication,Publishing,Tech Skills,Social Media,4
2018,J,Information and communication,Publishing,Business Skills,Advertising,5
2018,J,Information and communication,Publishing,Tech Skills,Graphic Design,6
2018,J,Information and communication,Publishing,Soft Skills,Oral Communication,7
2018,J,Information and communication,Publishing,Specialized Industry Skills,Research,8
2018,J,Information and communication,Publishing,Business Skills,Product Marketing,9
2018,J,Information and communication,Publishing,Tech Skills,Digital Literacy,10
2018,C,Manufacturing,Renewables & Environment,Specialized Industry Skills,Earth Science,1
2018,C,Manufacturing,Renewables & Environment,Specialized Industry Skills,Utilities,2
2018,C,Manufacturing,Renewables & Environment,Specialized Industry Skills,Power Systems,3
2018,C,Manufacturing,Renewables & Environment,Business Skills,Project Management,4
2018,C,Manufacturing,Renewables & Environment,Business Skills,Business Management,5
2018,C,Manufacturing,Renewables & Environment,Soft Skills,Negotiation,6
