country_code,country_name,wb_income,wb_region,skill_group_category,skill_group_name,net_per_10K_2015,net_per_10K_2016,net_per_10K_2017,net_per_10K_2018,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Crafts,48.04,27.57,84.7,103.55,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Air Force,86.9,16.64,95.49,104.09,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,History,-130.17,-8.19,21.13,105.43,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Army,125.16,48.74,137,108,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Business Skills,Entrepreneurship,-19.61,27.54,84.65,108.55,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Oral Comprehension,28.58,39.01,44.1,110.33,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,General Surgery,48.23,194.49,99.56,110.74,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Automotive,61.4,70.99,86.08,112.4,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Professional Cleaning,21.16,105.41,56.82,112.78,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Soft Skills,Writing,-3.91,47.88,86.85,113.7,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Business Skills,Inside Sales,31.86,66.88,89.53,114.76,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Environmental Engineering,31.71,65.56,96.76,114.93,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Utilities,68.62,83.32,108.25,117.34,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Inventory Management,60.23,82.03,101.08,118.85,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Maintenance & Repair,123.65,107.27,99.7,119.55,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Cardiology,97.42,127.42,40.35,120.08,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Instrumentation,90.69,68.92,114.6,120.74,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Business Skills,Customer Experience,60.64,68.13,80.89,122.45,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Oceanography,6.11,135.95,124.19,124.94,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Teaching,61.92,79.38,95.49,126.11,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Oncology,16.32,80.31,68.73,126.16,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Aircraft Management,56.29,39.92,102.02,127.04,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Commercial Photography,26.28,97.77,123.31,127.29,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Soft Skills,Oral Communication,41.56,65.38,88.88,129.44,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Business Skills,Compensation & Benefits,30.07,72.78,88.35,130.08,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Business Skills,Partner Development,-58.08,-6.87,145.37,131.39,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Documentation,21.86,53.63,95.64,131.99,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Pathology,91.25,164.07,92.18,133.49,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Business Skills,Bookkeeping,93.16,110.27,100.39,133.56,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Television,21.52,117.31,114.67,135.93,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Family Medicine,77.04,127.62,77.42,137.49,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Agricultural Production,49.46,72.51,99.3,138.4,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Public Safety,57.51,65.3,106.02,138.62,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Cooking,87.27,85.14,124.84,139.65,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Constitutional Law,47.95,-10.49,73.21,140.07,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Business Skills,Affiliate Marketing,13.04,78.75,107.22,140.74,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Tech Skills,Social Media,11.62,74.1,103.96,143.96,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Nuclear Physics,34.6,19.35,119.64,144.67,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Public Health,76.38,116.38,90.85,145.22,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Educational Administration,80.01,89.66,120.62,146.31,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Business Skills,Growth Strategies,22.46,53.78,97.1,146.62,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Sociology,-10.48,107.1,95.2,146.83,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Soft Skills,Negotiation,74.38,103.72,109.89,148.89,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Composites,33.83,45.82,64.97,152.52,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Tech Skills,Data-driven Decision Making,92.74,59.55,202.91,152.98,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Higher Education,81.26,91.06,126.09,154,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Business Skills,Procurement,85.97,114.92,130.47,154.41,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Biomedical Engineering,50.17,118.95,109.45,154.59,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Literature,55.44,115.81,135.26,155.61,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Business Skills,People Management,70.48,94.38,120.94,157.18,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Nursing,177.98,131.36,100.49,157.24,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Journalism,16.33,112.19,128.28,158.84,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Business Skills,Sales Leads,-20.46,45.1,104.89,159.19,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Business Skills,Employee Learning & Development,89.02,90.5,108.4,161.22,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Soft Skills,Active Learning,117.49,100.75,142.76,161.27,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Music,-42.46,108.43,158.66,161.7,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Library Science,25.95,-13.68,139.17,162.8,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Business Skills,Management Accounting,73.27,98.31,107.49,163.64,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Research,67.03,93.35,107.87,163.89,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Soft Skills,Leadership,83.78,99.39,116.14,164.85,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Soft Skills,Problem Solving,72.05,92.2,140.81,165.19,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Tax Law,40.35,79.71,100.21,166.98,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Business Skills,Corporate Communications,-5.6,76.94,117.06,167.24,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Air Traffic Control,20.51,109.15,97.57,169.37,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Interior Design,63.61,78.02,107.99,169.99,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Business Skills,Operational Efficiency,83.24,120.97,138.05,170.1,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Contract Law,46.68,58.55,77.51,170.41,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Delivery Operations,104.15,147.84,149.96,171.29,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Mining,12.51,61.3,179.2,172.72,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Urban Planning,69.6,133,150.42,173.89,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Navy,150.68,73.14,150.9,175.56,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Photography,53.32,136.74,146.72,175.85,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Ophthalmology,19.94,309.89,311.8,176.49,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Tech Skills,Information Management,62.83,91.98,132.39,177.79,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Creativity Skills,72.34,171.96,207.95,178.93,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Physiology,10.18,27.06,160.32,179.74,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Business Skills,Insurance,83.99,114.92,129.97,180.34,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Veterinary Medicine,66.46,105.57,110.55,182.49,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Business Skills,Investment Banking,67.99,118.96,133.44,184.24,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Employment Law,24.96,60.67,90.72,184.67,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Environmental Science,24.48,125.69,151.03,187.87,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Business Skills,Product Development,66.06,106.09,129.6,189.25,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Power Systems,97.83,114.28,171.07,191.2,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Communication Disorders,-25.11,149.73,158.69,195.45,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Apparel,40.89,94.53,142.24,196.25,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Disruptive Tech Skills,Robotics,79.96,132.09,183.26,199.11,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Soft Skills,Social Perceptiveness,90.4,122.78,172.76,200.18,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Physics,56.65,39.43,117.05,201.29,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Politics,26.46,125.62,200.36,201.88,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Criminal Law,51.3,75.67,104.22,202.59,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Inorganic Chemistry,-137.93,32.7,78.25,202.9,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Food Service Operations,66.92,119.57,157.64,204.52,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Soft Skills,Flexible Approach,109.28,171.85,174.45,206.72,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Soft Skills,Collaborative Style,3.42,39.98,146.68,206.77,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Structural Analysis,119.02,99.27,164.05,208.77,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Electronic Control Systems,127.58,127.56,194.71,211.11,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Business Skills,Advertising,36.92,110.18,151.06,211.27,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Food Manufacturing,163.99,218.31,218.32,211.74,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Construction Engineering,121.97,135.78,165.72,217,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Healthcare Management,144.15,178.78,136.31,219.59,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,K-12 Education,136.76,170.55,200.83,224.72,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Tech Skills,Hosting Services,146.09,139.62,172.39,224.95,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Geotechnical Engineering,125.78,166.75,173.99,226.54,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Business Skills,Tax Accounting,36.01,91.11,137.63,226.98,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Radiology,72.63,230.69,128.59,228.05,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Electronics,133.65,135.24,182.42,230.18,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Chemical Industry,80.76,171.8,153.8,234.63,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Travel Management,43.86,142.32,234.22,247.57,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Business Skills,Sales Operations,64.43,131.63,170.62,249.27,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Linguistics,90.93,130.76,104.75,256.03,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Machining,154.6,164.73,217.34,264.73,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Business Skills,Revenue Analysis,111.11,168.4,261.99,269.99,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Industrial Design,94.49,157.78,204.33,270.64,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Oil & Gas,173.63,165.44,228.49,270.78,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Drilling Engineering,172.72,237.7,251.44,272.38,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Earth Science,125.07,161.92,231.41,277.83,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Lodging,91.47,176.51,228.24,279.36,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Disruptive Tech Skills,Materials Science,7.28,98.14,119.93,281.26,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Ocean Transportation,112.55,126.85,207.48,281.87,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,International Law,104.36,195.95,256.75,283.27,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Product Testing,151.76,179.92,211,284.76,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Intellectual Property,-0.63,111.68,154.08,289.1,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Tech Skills,Enterprise Software,124.42,169.96,214.69,289.45,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Business Skills,Manufacturing Operations,161.09,181.87,241.14,289.81,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Structural Engineering,206.11,258.28,226.42,293.66,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Business Skills,Customer Service Systems,132.08,177.16,206.83,293.71,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Pharmaceutics,153.19,225.53,187.87,294.3,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Business Skills,Product Marketing,86.76,167.26,202.78,302.7,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Business Skills,Economics,22.56,78.52,191.85,307.2,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Soft Skills,Persuasion,306.65,183.51,321.73,309.93,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Business Skills,Project Management,159.61,209.06,242.55,318.95,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Translation,160.74,334.68,374.2,324.01,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Pharmaceutical Manufacturing,124.48,237.25,227.45,328.86,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Tech Skills,Signal Processing,74.61,100.7,230.36,330.13,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Fluid Dynamics,210.02,100.96,289.58,333.75,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Business Skills,Business Management,173.06,207.61,235.16,338.87,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Business Skills,Management Consulting,130.36,177.57,227.44,340.41,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Disruptive Tech Skills,Nanotechnology,-49.15,84.82,180.4,343.24,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Tech Skills,Scientific Computing,150.12,184.2,283.84,345.33,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Mathematics,101.19,89.96,225.52,349.13,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Video,105.41,292.75,295.38,351.33,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Tech Skills,Computer Hardware,198.19,214.76,261.18,356.47,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Recruiting,74.78,185.75,235.67,359.96,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Law,92.17,146.23,196.96,362,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Disruptive Tech Skills,Genetic Engineering,80.63,232.5,317.96,367.98,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Tech Skills,Game Development,10.31,321.78,393.81,372.95,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Tech Skills,Graphic Design,186.92,266.79,306.84,379.81,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Organic Chemistry,94.58,224.58,251.19,379.86,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Business Skills,Financial Accounting,126.15,205.63,250.93,382.6,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Airlines,158.48,189.2,251.9,388.66,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Tech Skills,Technical Support,231.12,284.22,319.86,398,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Foreign Languages,139.22,259.76,311.74,400.69,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Disruptive Tech Skills,Data Science,97.03,188.09,277.6,405.38,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Business Skills,Competitive Strategies,141.11,156.51,240.21,406.98,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Tech Skills,Computer Graphics,275.68,244.3,364,408.65,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Shipbuilding,277.73,284.77,386.7,410.04,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Architecture,231.54,254.75,309.41,415.3,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Business Skills,Auditing,154.65,230.7,282.22,429.5,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Business Skills,Human Resources,136.72,252.48,292.93,433.82,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Business Skills,Digital Marketing,83.87,236.16,331.29,453.39,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Disruptive Tech Skills,Aerospace Engineering,157.78,94.94,337.7,455.29,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Disruptive Tech Skills,Human Computer Interaction,137.7,319.89,370.7,460.48,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Business Skills,Capital Markets,122.66,220.94,291.13,462.45,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Tech Skills,Digital Literacy,247.94,295.91,334.92,470.06,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Dentistry,406.68,601.19,487.33,486.76,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Disruptive Tech Skills,Cyber-security,225.98,363.22,382.57,496.71,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Specialized Industry Skills,Telecommunications,364.33,417.73,413.87,530.06,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Tech Skills,Mobile Application Development,203.3,285.71,408.3,548,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Disruptive Tech Skills,Natural Language Processing,31.41,321.24,508.46,629.4,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Tech Skills,Computer Networking,523.61,577.23,571.04,670.33,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Disruptive Tech Skills,Cloud Computing,966.12,816.05,827.02,711.83,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Tech Skills,Software Development Life Cycle (SDLC),258.85,384.37,488.87,721.66,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Tech Skills,Animation,680.01,748.91,719.65,840.62,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Tech Skills,Data Storage Technologies,521.18,698.45,762.14,1041.94,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Tech Skills,Web Development,617.61,845.82,980.2,1244.3,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Disruptive Tech Skills,Artificial Intelligence,517.41,893.71,1236.22,1248.75,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Disruptive Tech Skills,Development Tools,757.89,981.85,1198.63,1517.4,,,,,,,,,,,,,,,,,,,
ca,Canada,High income,North America,Tech Skills,Software Testing,844.92,1071.62,1195.52,1803.78,,,,,,,,,,,,,,,,,,,
cl,Chile,High income,Latin America & Caribbean,Specialized Industry Skills,Religious Studies,-268.89,837.21,23.71,-255.59,,,,,,,,,,,,,,,,,,,
cl,Chile,High income,Latin America & Caribbean,Specialized Industry Skills,Politics,266.61,-196.56,77.31,-106.67,,,,,,,,,,,,,,,,,,,
cl,Chile,High income,Latin America & Caribbean,Specialized Industry Skills,Sociology,363.83,16.92,102.23,-104.33,,,,,,,,,,,,,,,,,,,
cl,Chile,High income,Latin America & Caribbean,Specialized Industry Skills,Agricultural Production,19,-28.81,55.75,-78.09,,,,,,,,,,,,,,,,,,,
cl,Chile,High income,Latin America & Caribbean,Specialized Industry Skills,Volunteer Management,114.31,9.65,0,-77.3,,,,,,,,,,,,,,,,,,,
cl,Chile,High income,Latin America & Caribbean,Specialized Industry Skills,Mining,-61.53,-182.04,-18.03,-43.3,,,,,,,,,,,,,,,,,,,
cl,Chile,High income,Latin America & Caribbean,Disruptive Tech Skills,Artificial Intelligence,154.15,-315.45,-294.72,-41.06,,,,,,,,,,,,,,,,,,,
cl,Chile,High income,Latin America & Caribbean,Specialized Industry Skills,Environmental Engineering,-86.5,-66.57,67.2,-31.31,,,,,,,,,,,,,,,,,,,
cl,Chile,High income,Latin America & Caribbean,Specialized Industry Skills,Theatre,66.29,-53.12,99.56,-28.81,,,,,,,,,,,,,,,,,,,
cl,Chile,High income,Latin America & Caribbean,Specialized Industry Skills,Navy,248.75,103.45,-381.58,-28.71,,,,,,,,,,,,,,,,,,,
cl,Chile,High income,Latin America & Caribbean,Specialized Industry Skills,Environmental Consulting,54.96,-109.75,46.1,-24.61,,,,,,,,,,,,,,,,,,,
cl,Chile,High income,Latin America & Caribbean,Specialized Industry Skills,Urban Planning,178.15,28.24,172.51,-13.89,,,,,,,,,,,,,,,,,,,
cl,Chile,High income,Latin America & Caribbean,Specialized Industry Skills,Agronomy,-34.14,-34.18,27.84,-11.54,,,,,,,,,,,,,,,,,,,
cl,Chile,High income,Latin America & Caribbean,Business Skills,Competitive Strategies,362.33,54.68,174.22,7.84,,,,,,,,,,,,,,,,,,,
cl,Chile,High income,Latin America & Caribbean,Business Skills,Economics,205.38,-221.32,126.15,12.03,,,,,,,,,,,,,,,,,,,
cl,Chile,High income,Latin America & Caribbean,Specialized Industry Skills,Environmental Science,166,-57.82,142.73,13.75,,,,,,,,,,,,,,,,,,,
cl,Chile,High income,Latin America & Caribbean,Specialized Industry Skills,Geotechnical Engineering,332.1,-79.8,-408.59,21.6,,,,,,,,,,,,,,,,,,,
cl,Chile,High income,Latin America & Caribbean,Specialized Industry Skills,Literature,-152.73,-155.01,103,27.79,,,,,,,,,,,,,,,,,,,
cl,Chile,High income,Latin America & Caribbean,Specialized Industry Skills,Industrial Design,296.58,-101.74,103.29,28.67,,,,,,,,,,,,,,,,,,,
cl,Chile,High income,Latin America & Caribbean,Specialized Industry Skills,Art History,262.27,-92.26,-31.36,29.18,,,,,,,,,,,,,,,,,,,
cl,Chile,High income,Latin America & Caribbean,Specialized Industry Skills,Earth Science,63.22,-59.43,151.81,29.84,,,,,,,,,,,,,,,,,,,
cl,Chile,High income,Latin America & Caribbean,Business Skills,Growth Strategies,131.02,-308.87,84.44,36.17,,,,,,,,,,,,,,,,,,,
cl,Chile,High income,Latin America & Caribbean,Specialized Industry Skills,Childcare,116.64,-162.23,149.41,39.42,,,,,,,,,,,,,,,,,,,
cl,Chile,High income,Latin America & Caribbean,Specialized Industry Skills,Editing,51.31,-21.94,92.88,46.86,,,,,,,,,,,,,,,,,,,
cl,Chile,High income,Latin America & Caribbean,Business Skills,Affiliate Marketing,133.6,113.55,133.06,50.31,,,,,,,,,,,,,,,,,,,
cl,Chile,High income,Latin America & Caribbean,Specialized Industry Skills,Retail Packaging,70.25,-16.62,114.45,50.61,,,,,,,,,,,,,,,,,,,
cl,Chile,High income,Latin America & Caribbean,Specialized Industry Skills,Physical Medicine and Rehabilitation,-59.27,-60.03,98.69,51.22,,,,,,,,,,,,,,,,,,,
cl,Chile,High income,Latin America & Caribbean,Specialized Industry Skills,Veterinary Medicine,227.15,-31.97,149.37,54.42,,,,,,,,,,,,,,,,,,,
cl,Chile,High income,Latin America & Caribbean,Specialized Industry Skills,Travel Management,202.25,43.64,114.06,56.64,,,,,,,,,,,,,,,,,,,
cl,Chile,High income,Latin America & Caribbean,Tech Skills,Game Development,-468.86,-228.32,84.17,57.35,,,,,,,,,,,,,,,,,,,
cl,Chile,High income,Latin America & Caribbean,Specialized Industry Skills,Creativity Skills,-127.3,143.2,602.62,57.45,,,,,,,,,,,,,,,,,,,
cl,Chile,High income,Latin America & Caribbean,Specialized Industry Skills,Teaching,71.24,0,49.39,58.96,,,,,,,,,,,,,,,,,,,
cl,Chile,High income,Latin America & Caribbean,Specialized Industry Skills,Foreign Languages,121.41,27.24,87.67,60.47,,,,,,,,,,,,,,,,,,,
