country_code,country_name,wb_income,wb_region,isic_section_index,isic_section_name,industry_name,net_per_10K_2015,net_per_10K_2016,net_per_10K_2017,net_per_10K_2018,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,N,Administrative and support service activities,"Leisure, Travel & Tourism",126.15,132.43,-9.52,-61.13,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,I,Accommodation and food service activities,Hospitality,23.07,-19.74,7.63,11.94,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,I,Accommodation and food service activities,Restaurants,33.06,16.12,-34.09,19.7,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,R,"Arts, entertainment and recreation ",Sports,359.62,279.5,289,192.97,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Food & Beverages,71.6,33.38,-39.7,16.95,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,J,Information and communication,Motion Pictures & Film,220.61,361.06,114.65,-81.32,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,J,Information and communication,Broadcast Media,-25.6,13,-38.39,12.34,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,R,"Arts, entertainment and recreation ",Fine Art,154.36,-47.94,-47.35,-70.6,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,K,Financial and insurance activities,Banking,-84.35,-112.69,-100.03,-28.61,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,K,Financial and insurance activities,Insurance,36.15,3.96,13.97,-5.92,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,K,Financial and insurance activities,Financial Services,111.25,55.32,30.49,-6.54,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,L,Real estate activities,Real Estate,59.07,26.02,15.89,18.2,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,K,Financial and insurance activities,Investment Banking,232.54,53.39,-55.5,-10.92,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,K,Financial and insurance activities,Investment Management,209.25,228.36,110.61,60.81,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,M,Professional scientific and technical activities,Accounting,61.71,74.91,59.03,143.9,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,F,Construction,Construction,46.25,-10.19,-25.15,-26.26,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,F,Construction,Building Materials,18.65,12.24,-19.15,-10.69,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,M,Professional scientific and technical activities,Architecture & Planning,-132.95,-154.31,-38.33,-49.71,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,F,Construction,Civil Engineering,11.96,-23.41,26.19,14.63,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,C,Manufacturing,Aviation & Aerospace,128.25,70.47,-93.5,-17.84,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,C,Manufacturing,Automotive,59.08,31.7,-20.56,19.92,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,C,Manufacturing,Chemicals,49.49,30.78,-13.83,-6.4,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,C,Manufacturing,Machinery,24.25,11.54,2.16,9.28,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,B,Mining and quarrying,Mining & Metals,-15.39,-16.9,-4.5,6.53,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,B,Mining and quarrying,Oil & Energy,-11.97,-28.84,-105.32,-54.82,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,C,Manufacturing,Shipbuilding,-116.03,-177.87,25.64,12.12,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,D,"Electricity, gas, steam and air conditioning supply",Utilities,26.86,92.14,-28.84,-6.43,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,C,Manufacturing,Textiles,41.56,-2.96,-2.4,8.12,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,C,Manufacturing,Paper & Forest Products,-70.86,-53.67,-10.33,0,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,A,"Agriculture, forestry and fishing ",Farming,162.81,53.59,71.48,37.61,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,A,"Agriculture, forestry and fishing ",Dairy,26.61,-50.1,-33.17,44.73,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,P,Education,Primary/Secondary Education,436.11,97.56,31.54,106.54,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,P,Education,Higher Education,-169.93,-165.38,-248.2,-291.99,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,P,Education,Education Management,49.73,85.12,45.37,101.93,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,M,Professional scientific and technical activities,Research,-77.33,-70.23,-78.37,-70.35,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,O,Public administration and defence; compulsory social security,International Affairs,-169.04,-200.26,-82.41,-225.31,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,O,Public administration and defence; compulsory social security,Government Administration,82.55,93.77,-274.28,-204.59,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,O,Public administration and defence; compulsory social security,Public Safety,11.3,-109.59,-31.82,0,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,M,Professional scientific and technical activities,Marketing & Advertising,134.71,108.26,31.71,23.59,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,J,Information and communication,Newspapers,-421.61,-223.44,-168,-160.5,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,J,Information and communication,Publishing,54.82,51.94,-13.2,-20.46,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,M,Professional scientific and technical activities,Information Services,31.66,48.73,42.64,56.13,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,M,Professional scientific and technical activities,Environmental Services,48.97,5.28,18.05,17.89,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,S,Other service activities,Civic & Social Organization,-36.52,-138.82,-139.37,-179.24,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Consumer Services,38.1,-11.72,-22.54,-30.36,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,H,Transportation and storage,Transportation/Trucking/Railroad,-7.39,10.47,4.13,-28.01,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,H,Transportation and storage,Airlines/Aviation,-19.99,10.74,-32.51,29.36,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,H,Transportation and storage,Maritime,-52.64,-66.14,-146.06,-112.06,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,J,Information and communication,Information Technology & Services,11.46,10.1,-3.17,12.33,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,M,Professional scientific and technical activities,Market Research,56.84,6.07,-25.25,77.51,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,M,Professional scientific and technical activities,Public Relations & Communications,49.08,-91.95,-134.74,109.04,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,M,Professional scientific and technical activities,Design,78.9,-31.11,-3.19,92.46,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,S,Other service activities,Non-Profit Organization Management,-201.65,-173.18,-179.98,-113.25,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,N,Administrative and support service activities,Staffing & Recruiting,56.56,16.21,14.01,43.94,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,M,Professional scientific and technical activities,Professional Training & Coaching,47.75,-32.92,32.96,-13.32,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,K,Financial and insurance activities,Venture Capital & Private Equity,218.5,208.57,201.91,164.43,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,M,Professional scientific and technical activities,Translation & Localization,133.62,-5.54,-142.25,-49.42,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,J,Information and communication,Computer Games,75.46,36.54,26.65,36.51,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,M,Professional scientific and technical activities,Events Services,30.81,-2.9,22.84,48.07,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,R,"Arts, entertainment and recreation ",Arts & Crafts,97.26,22.54,-5.69,-14.22,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,C,Manufacturing,Electrical & Electronic Manufacturing,21.4,10.99,8.5,14.74,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,J,Information and communication,Online Media,70.75,-17.46,-22.99,-28.21,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,R,"Arts, entertainment and recreation ",Music,192.53,-14.98,-125.98,0,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,H,Transportation and storage,Logistics & Supply Chain,9.38,-5.89,2.18,12.41,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,C,Manufacturing,Plastics,29.26,-18.85,9.6,10.49,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,J,Information and communication,Computer & Network Security,-15.19,-30.87,-50.2,-56.44,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,J,Information and communication,Wireless,0,-32.49,-31.24,-2.56,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,N,Administrative and support service activities,Security & Investigations,43.5,49.59,18.18,13.65,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,N,Administrative and support service activities,Facilities Services,-7.98,11.6,30.49,-17,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,M,Professional scientific and technical activities,Outsourcing/Offshoring,39.11,99.75,25.45,-3.32,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",164.35,17.25,-1.88,-35.06,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,J,Information and communication,Media Production,-93.11,65.24,-146.5,-7.07,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,L,Real estate activities,Commercial Real Estate,0,41.34,54.47,143.68,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,K,Financial and insurance activities,Capital Markets,233.2,179.14,60.61,72.75,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,X,Not_mapped,Think Tanks,409.77,191.91,-333.66,-246.07,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,P,Education,E-Learning,599.16,368.77,198.84,-54.52,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale,21.23,24.12,10.43,10.45,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,H,Transportation and storage,Import & Export,38.06,42.71,0,39.66,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,M,Professional scientific and technical activities,Mechanical or Industrial Engineering,21.41,-17.67,-29.22,6.97,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,N,Administrative and support service activities,Human Resources,0,-8.25,-9.53,-4.75,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,N,Administrative and support service activities,Business Supplies & Equipment,-42.28,-24.04,37.72,5.01,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,S,Other service activities,International Trade & Development,-15.8,-2.43,45.46,-13.48,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wine & Spirits,70.28,27.83,-66.99,0,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Luxury Goods & Jewelry,-43.1,-18.59,13.23,47.13,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,C,Manufacturing,Renewables & Environment,10.58,41.12,15.87,14.61,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,C,Manufacturing,"Glass, Ceramics & Concrete",42.47,19.97,17.01,33.26,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,C,Manufacturing,Packaging & Containers,44.44,93.01,12.42,6.7,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,C,Manufacturing,Industrial Automation,27.79,34.74,18.11,-19.96,,,,,,,,,,,,,,,,,,,
cn,China,Upper middle income,East Asia & Pacific,O,Public administration and defence; compulsory social security,Government Relations,-216.48,-131.17,143.27,-155.64,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,J,Information and communication,Computer Software,67.55,84.78,27.41,-11.91,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,J,Information and communication,Internet,148.74,50.74,79.18,3.48,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,J,Information and communication,Telecommunications,44.48,-12.56,-21.56,6.49,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,M,Professional scientific and technical activities,Law Practice,5.23,57.66,22.62,13.11,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,M,Professional scientific and technical activities,Legal Services,87.46,72.92,-3.89,-19.96,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,M,Professional scientific and technical activities,Management Consulting,131.32,51.74,-36.79,-5.31,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,Q,Human health and social work activities,Hospital & Health Care,90.73,-5.47,10.83,-12.44,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,C,Manufacturing,Pharmaceuticals,122.87,43.51,17.19,28.16,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,Q,Human health and social work activities,Medical Device,93.61,49.89,35.75,-10.18,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Cosmetics,34.31,-61.92,-50.33,-20.46,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Apparel & Fashion,87.41,-6.03,-35.02,-45.59,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,C,Manufacturing,Food Production,-7.56,-13.64,49.68,-33.34,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Consumer Goods,27.67,-32.55,-17.83,-8.59,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Retail,47.39,-9.83,-5.42,-61.96,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,R,"Arts, entertainment and recreation ",Entertainment,117.9,22.15,-67.85,24.68,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,N,Administrative and support service activities,"Leisure, Travel & Tourism",93.84,31.13,112.69,25.73,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,I,Accommodation and food service activities,Hospitality,175.44,33.26,97.46,-36.6,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,I,Accommodation and food service activities,Restaurants,167.76,98.56,6.59,29.29,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Food & Beverages,47.56,-39.38,7.9,22.53,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,J,Information and communication,Broadcast Media,89.66,-83.55,26.27,47.82,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,K,Financial and insurance activities,Banking,44.97,-11.61,9.68,18.46,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,K,Financial and insurance activities,Insurance,71.12,-16.38,-19.11,18.56,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,K,Financial and insurance activities,Financial Services,23.07,-12.9,-3.85,-32.68,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,L,Real estate activities,Real Estate,153.65,82.32,6,47.04,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,M,Professional scientific and technical activities,Accounting,99.01,-26.97,-52.77,-16.9,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,F,Construction,Construction,43.97,11.2,-5.37,-20.05,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,F,Construction,Building Materials,13.5,40.7,21.13,-26.73,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,M,Professional scientific and technical activities,Architecture & Planning,137.82,-103.78,14.2,4.18,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,F,Construction,Civil Engineering,123.56,24.84,-25.05,13.98,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,C,Manufacturing,Automotive,40.42,0,5.15,23.13,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,C,Manufacturing,Chemicals,141.8,21.12,20.96,-11.38,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,C,Manufacturing,Machinery,97.59,11.16,-64.36,-53.74,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,B,Mining and quarrying,Mining & Metals,32.74,38.05,-22.06,10.02,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,B,Mining and quarrying,Oil & Energy,11.21,-108.56,-13.09,58.87,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,D,"Electricity, gas, steam and air conditioning supply",Utilities,88.3,43.79,22.95,10.22,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,P,Education,Primary/Secondary Education,64.2,30.27,4.27,-11.49,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,P,Education,Higher Education,57.2,-8.3,-59.06,-31.28,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,P,Education,Education Management,39.25,-9.85,-36.16,-13.32,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,M,Professional scientific and technical activities,Research,31.75,-149.02,-196.02,-113.43,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,O,Public administration and defence; compulsory social security,International Affairs,137.7,-40.4,180.41,-83.09,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,O,Public administration and defence; compulsory social security,Government Administration,62.04,24.33,-4.78,1.21,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,M,Professional scientific and technical activities,Marketing & Advertising,65.57,-3.82,-1.36,30.66,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,M,Professional scientific and technical activities,Information Services,43.36,-13.32,-32.87,-48.96,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,M,Professional scientific and technical activities,Environmental Services,112.84,10.3,-21.1,30.61,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,S,Other service activities,Individual & Family Services,43.23,-16.96,-17.03,-18.27,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,S,Other service activities,Civic & Social Organization,89.3,19.73,43.81,-11,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,H,Transportation and storage,Transportation/Trucking/Railroad,58.51,-21.17,7.53,-29.4,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,H,Transportation and storage,Airlines/Aviation,23.6,-147.49,-57.28,-73.6,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,H,Transportation and storage,Maritime,28.15,134.86,-79.37,15.27,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,J,Information and communication,Information Technology & Services,73.49,34.09,41.15,19.68,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,M,Professional scientific and technical activities,Market Research,126.96,-112.08,7.3,-19.52,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,M,Professional scientific and technical activities,Design,36.6,5.12,-4.52,-40.21,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,S,Other service activities,Non-Profit Organization Management,111.04,-14.99,-95.95,-105.18,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,N,Administrative and support service activities,Staffing & Recruiting,157.43,36.12,24.63,29.15,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,M,Professional scientific and technical activities,Professional Training & Coaching,86.49,35.31,-55.48,5.46,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,C,Manufacturing,Electrical & Electronic Manufacturing,101.28,-12.65,-64.34,-23.61,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,H,Transportation and storage,Logistics & Supply Chain,74.52,-19.61,14.26,19.28,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,N,Administrative and support service activities,Security & Investigations,69.19,22.59,33.67,6.92,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,M,Professional scientific and technical activities,Outsourcing/Offshoring,78.3,45.14,108.79,47,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",105.84,107.14,29.08,31.32,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,J,Information and communication,Media Production,104.24,124.52,15.33,59.08,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,P,Education,E-Learning,227.76,156.31,313.74,206.46,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,M,Professional scientific and technical activities,Mechanical or Industrial Engineering,101.06,-48.64,-15.24,-51.82,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,N,Administrative and support service activities,Human Resources,76.08,27.65,36.8,-22.52,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,S,Other service activities,International Trade & Development,83.07,24.97,-50.52,36,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wine & Spirits,-91.6,-110.35,-107.82,12,,,,,,,,,,,,,,,,,,,
co,Colombia,Upper middle income,Latin America & Caribbean,C,Manufacturing,Renewables & Environment,94.23,-31.26,125.9,-9.54,,,,,,,,,,,,,,,,,,,
cr,Costa Rica,Upper middle income,Latin America & Caribbean,J,Information and communication,Computer Software,101.02,133.69,147.75,37.55,,,,,,,,,,,,,,,,,,,
cr,Costa Rica,Upper middle income,Latin America & Caribbean,J,Information and communication,Internet,224.56,316.31,105.56,23.36,,,,,,,,,,,,,,,,,,,
cr,Costa Rica,Upper middle income,Latin America & Caribbean,J,Information and communication,Telecommunications,-13.41,57.82,88.85,82.82,,,,,,,,,,,,,,,,,,,
cr,Costa Rica,Upper middle income,Latin America & Caribbean,M,Professional scientific and technical activities,Management Consulting,83.58,86.07,-9.84,-69.89,,,,,,,,,,,,,,,,,,,
cr,Costa Rica,Upper middle income,Latin America & Caribbean,Q,Human health and social work activities,Hospital & Health Care,70.09,30.66,46.42,73.01,,,,,,,,,,,,,,,,,,,
cr,Costa Rica,Upper middle income,Latin America & Caribbean,C,Manufacturing,Pharmaceuticals,128.52,57.94,71.48,3.62,,,,,,,,,,,,,,,,,,,
cr,Costa Rica,Upper middle income,Latin America & Caribbean,Q,Human health and social work activities,Medical Device,118.03,49.79,19.53,29.41,,,,,,,,,,,,,,,,,,,
cr,Costa Rica,Upper middle income,Latin America & Caribbean,C,Manufacturing,Food Production,163.49,118.82,8.92,-52.06,,,,,,,,,,,,,,,,,,,
cr,Costa Rica,Upper middle income,Latin America & Caribbean,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Consumer Goods,115.2,93.62,90.16,0,,,,,,,,,,,,,,,,,,,
cr,Costa Rica,Upper middle income,Latin America & Caribbean,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Retail,45.06,49.32,-55.25,21.24,,,,,,,,,,,,,,,,,,,
cr,Costa Rica,Upper middle income,Latin America & Caribbean,N,Administrative and support service activities,"Leisure, Travel & Tourism",206.15,-18.77,131.92,14.37,,,,,,,,,,,,,,,,,,,
cr,Costa Rica,Upper middle income,Latin America & Caribbean,I,Accommodation and food service activities,Hospitality,111.14,155.61,131.19,77.46,,,,,,,,,,,,,,,,,,,
cr,Costa Rica,Upper middle income,Latin America & Caribbean,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Food & Beverages,93.23,64.85,36.83,8.45,,,,,,,,,,,,,,,,,,,
cr,Costa Rica,Upper middle income,Latin America & Caribbean,K,Financial and insurance activities,Financial Services,37.85,48.97,54.8,6.43,,,,,,,,,,,,,,,,,,,
cr,Costa Rica,Upper middle income,Latin America & Caribbean,P,Education,Higher Education,-18.73,6.81,-17.25,-30.52,,,,,,,,,,,,,,,,,,,
cr,Costa Rica,Upper middle income,Latin America & Caribbean,P,Education,Education Management,-6.55,54.57,0,76.87,,,,,,,,,,,,,,,,,,,
cr,Costa Rica,Upper middle income,Latin America & Caribbean,O,Public administration and defence; compulsory social security,International Affairs,0,-623.85,-381.94,-211.14,,,,,,,,,,,,,,,,,,,
