"","state","state.abbr","county","FIPS","medicaid.expand","rural.metro","pct.lt.poverty","pct.public.ins.lt.65","pct.public.ins.lt.19","pct.public.ins.19.to.64"
"550","Hawaii","HI","Kauai",15007,"Expanded Medicaid","Rural",6.6,21.7389045,37.2131247,15.5839124
"551","Hawaii","HI","Maui",15009,"Expanded Medicaid","Metropolitan",6.6,21.3706253,36.4824545,15.5723505
"552","Idaho","ID","Ada",16001,"Expanded Medicaid","Metropolitan",7.1,13.7775477,23.7706073,9.4014292
"553","Idaho","ID","Adams",16003,"Expanded Medicaid","Rural",7.6,22.8852229,41.7771883,16.0859189
"554","Idaho","ID","Bannock",16005,"Expanded Medicaid","Metropolitan",12,22.4077535,36.4354367,15.4570867
"555","Idaho","ID","Bear Lake",16007,"Expanded Medicaid","Rural",11.5,15.4899895,22.2090261,11.7935315
"556","Idaho","ID","Benewah",16009,"Expanded Medicaid","Rural",9.3,24.9751667,38.1937912,19.2643772
"557","Idaho","ID","Bingham",16011,"Expanded Medicaid","Rural",10.6,21.3334696,38.656079,10.581901
"558","Idaho","ID","Blaine",16013,"Expanded Medicaid","Rural",11.5,15.5152322,39.5797185,5.7893096
"559","Idaho","ID","Boise",16015,"Expanded Medicaid","Metropolitan",6.7,24.9153817,40.658554,19.3062994
"560","Idaho","ID","Bonner",16017,"Expanded Medicaid","Rural",8.6,24.4200395,43.1992871,17.2276974
"561","Idaho","ID","Bonneville",16019,"Expanded Medicaid","Metropolitan",8.7,21.3258051,36.4778476,12.1886628
"562","Idaho","ID","Boundary",16021,"Expanded Medicaid","Rural",12.9,24.3348983,36.2664767,18.8792963
"563","Idaho","ID","Butte",16023,"Expanded Medicaid","Metropolitan",11.7,22.6769379,32.8660436,18.1184669
"564","Idaho","ID","Camas",16025,"Expanded Medicaid","Rural",13.6,28.6324786,64.978903,10.1075269
"565","Idaho","ID","Canyon",16027,"Expanded Medicaid","Metropolitan",11.5,28.6890734,51.9443066,15.6167201
"566","Idaho","ID","Caribou",16029,"Expanded Medicaid","Rural",6.1,15.1965994,25.2946955,9.501385
"567","Idaho","ID","Cassia",16031,"Expanded Medicaid","Rural",11.5,22.7999603,40.589198,11.2113508
"568","Idaho","ID","Clark",16033,"Expanded Medicaid","Rural",19.3,32.1656051,61.8666667,12.5220459
"569","Idaho","ID","Clearwater",16035,"Expanded Medicaid","Rural",11.1,25.6007394,38.3038869,21.1013767
"570","Idaho","ID","Custer",16037,"Expanded Medicaid","Rural",15.6,18.1849551,30.5013928,14.1284404
"571","Idaho","ID","Elmore",16039,"Expanded Medicaid","Rural",11.4,24.2697387,34.6912521,18.9672727
"572","Idaho","ID","Franklin",16041,"Expanded Medicaid","Metropolitan",11.7,18.4045835,29.1006424,10.9213483
"573","Idaho","ID","Fremont",16043,"Expanded Medicaid","Rural",9.5,24.497561,49.2667029,10.6120585
"574","Idaho","ID","Gem",16045,"Expanded Medicaid","Metropolitan",14.9,27.0731155,40.2526215,20.9672077
"575","Idaho","ID","Gooding",16047,"Expanded Medicaid","Rural",11,23.8795238,44.0565621,12.4515079
"576","Idaho","ID","Idaho",16049,"Expanded Medicaid","Rural",7,24.4845138,38.1844802,18.7622309
"577","Idaho","ID","Jefferson",16051,"Expanded Medicaid","Metropolitan",6.6,23.1527295,37.5917178,13.2496898
"578","Idaho","ID","Jerome",16053,"Expanded Medicaid","Rural",12.7,24.6487294,45.8902276,12.0555556
"579","Idaho","ID","Kootenai",16055,"Expanded Medicaid","Metropolitan",9.7,19.3736816,36.1012767,12.1196613
"580","Idaho","ID","Latah",16057,"Expanded Medicaid","Rural",9.8,13.8511327,28.4881688,8.9095274
"581","Idaho","ID","Lemhi",16059,"Expanded Medicaid","Rural",9.5,25.0178827,54.5203589,14.6994931
"582","Idaho","ID","Lewis",16061,"Expanded Medicaid","Rural",8.8,25.4977297,37.2421281,19.9279094
"583","Idaho","ID","Lincoln",16063,"Expanded Medicaid","Rural",6.7,26.1255411,49.0588235,12.7739726
"584","Idaho","ID","Madison",16065,"Expanded Medicaid","Rural",29.3,19.6501163,34.1861419,12.0984919
"585","Idaho","ID","Minidoka",16067,"Expanded Medicaid","Rural",13.9,23.4610918,48.7736626,9.6635262
"586","Idaho","ID","Nez Perce",16069,"Expanded Medicaid","Metropolitan",9.4,22.5970541,39.4824894,16.0369183
"587","Idaho","ID","Oneida",16071,"Expanded Medicaid","Rural",7.7,20.0693041,28.0030604,15.2597403
"588","Idaho","ID","Owyhee",16073,"Expanded Medicaid","Metropolitan",19.1,24.4664959,47.2749922,12.5791268
"589","Idaho","ID","Payette",16075,"Expanded Medicaid","Rural",11.7,25.1323031,41.0009325,16.9394961
"590","Idaho","ID","Power",16077,"Expanded Medicaid","Rural",8.8,24.5795402,50.4173623,9.4247246
"591","Idaho","ID","Shoshone",16079,"Expanded Medicaid","Rural",12.1,25.7367387,45.6179775,18.1545494
"592","Idaho","ID","Teton",16081,"Expanded Medicaid","Rural",5.9,11.2420578,21.5875125,6.6251667
"593","Idaho","ID","Twin Falls",16083,"Expanded Medicaid","Rural",10.5,19.9400602,36.1021291,11.4981356
"594","Idaho","ID","Valley",16085,"Expanded Medicaid","Rural",4.2,21.7265048,35.8573522,16.4948454
"595","Idaho","ID","Washington",16087,"Expanded Medicaid","Rural",11.3,23.1616671,38.7672344,15.5682715
"596","Illinois","IL","Adams",17001,"Expanded Medicaid","Rural",9.6,25.9659451,37.9190605,20.962499
"597","Illinois","IL","Alexander",17003,"Expanded Medicaid","Metropolitan",24.7,55.6347272,78.079096,44.4849846
"598","Illinois","IL","Bond",17005,"Expanded Medicaid","Metropolitan",9.5,25.0575242,41.2224393,18.9317821
"599","Illinois","IL","Boone",17007,"Expanded Medicaid","Metropolitan",7.3,21.7515666,35.8582115,14.9903101
"600","Illinois","IL","Brown",17009,"Expanded Medicaid","Rural",9.7,22.9413246,33.0593607,19.0890125
"601","Illinois","IL","Bureau",17011,"Expanded Medicaid","Rural",9.6,24.0389659,38.6637317,18.0840407
"602","Illinois","IL","Calhoun",17013,"Expanded Medicaid","Metropolitan",8.8,29.6335635,42.1435059,24.4652908
"603","Illinois","IL","Carroll",17015,"Expanded Medicaid","Rural",8.7,21.7909645,33.4668001,17.5021449
"604","Illinois","IL","Cass",17017,"Expanded Medicaid","Rural",10.1,26.7491626,43.0425596,19.4889038
"605","Illinois","IL","Champaign",17019,"Expanded Medicaid","Metropolitan",9.7,16.2369132,29.6957024,11.7238458
"606","Illinois","IL","Christian",17021,"Expanded Medicaid","Rural",9.8,26.0142919,41.0246012,19.916534
"607","Illinois","IL","Clark",17023,"Expanded Medicaid","Rural",10.9,31.8315529,52.3907455,22.972973
"608","Illinois","IL","Clay",17025,"Expanded Medicaid","Rural",9.3,34.8904429,55.1587302,26.9315673
"609","Illinois","IL","Clinton",17027,"Expanded Medicaid","Metropolitan",6.4,17.6731228,25.8982568,14.425508
"610","Illinois","IL","Coles",17029,"Expanded Medicaid","Rural",13.1,26.333954,43.9198051,20.7084632
"611","Illinois","IL","Cook",17031,"Expanded Medicaid","Metropolitan",12.1,25.1171698,46.24959,17.1130982
"612","Illinois","IL","Crawford",17033,"Expanded Medicaid","Rural",8.5,25.2374491,36.8312757,20.7810183
"613","Illinois","IL","Cumberland",17035,"Expanded Medicaid","Rural",11.3,28.2138024,45.2587835,20.9612602
"614","Illinois","IL","DeKalb",17037,"Expanded Medicaid","Metropolitan",11.2,21.8135474,37.7309841,15.6956665
"615","Illinois","IL","De Witt",17039,"Expanded Medicaid","Metropolitan",10.4,27.0587339,40.4678677,21.7580782
"616","Illinois","IL","Douglas",17041,"Expanded Medicaid","Rural",11.1,23.847842,35.4971857,18.2409247
"617","Illinois","IL","DuPage",17043,"Expanded Medicaid","Metropolitan",4.8,12.6440935,21.9929294,8.8838237
"618","Illinois","IL","Edgar",17045,"Expanded Medicaid","Rural",11.6,28.3101735,46.059499,21.5471811
"619","Illinois","IL","Edwards",17047,"Expanded Medicaid","Rural",9.3,26.3167903,43.8839849,18.7312823
"620","Illinois","IL","Effingham",17049,"Expanded Medicaid","Rural",8.6,24.61057,40.690218,17.6669016
"621","Illinois","IL","Fayette",17051,"Expanded Medicaid","Rural",13.7,35.7694882,51.6264428,29.293795
"622","Illinois","IL","Ford",17053,"Expanded Medicaid","Metropolitan",11.8,30.8839779,50.0767578,22.6621071
"623","Illinois","IL","Franklin",17055,"Expanded Medicaid","Rural",15.1,38.5771128,53.4308335,32.5254245
"624","Illinois","IL","Fulton",17057,"Expanded Medicaid","Rural",11,27.7510884,43.5203608,21.5283957
"625","Illinois","IL","Gallatin",17059,"Expanded Medicaid","Rural",10.3,37.0471464,59.2334495,28.2095767
"626","Illinois","IL","Greene",17061,"Expanded Medicaid","Rural",13.7,34.9213822,53.172505,27.6497696
"627","Illinois","IL","Grundy",17063,"Expanded Medicaid","Metropolitan",7.2,17.5223265,25.0532814,14.1136946
"628","Illinois","IL","Hamilton",17065,"Expanded Medicaid","Rural",9.2,24.769656,37.4030005,19.4365582
"629","Illinois","IL","Hancock",17067,"Expanded Medicaid","Rural",7.2,26.4591988,43.9312039,19.441429
"630","Illinois","IL","Hardin",17069,"Expanded Medicaid","Rural",10.8,38.0583127,45.3727506,35.731807
"631","Illinois","IL","Henderson",17071,"Expanded Medicaid","Rural",7.4,23.1226054,40.6340058,16.7797495
"632","Illinois","IL","Henry",17073,"Expanded Medicaid","Metropolitan",9,20.7076435,30.5880345,16.5677299
"633","Illinois","IL","Iroquois",17075,"Expanded Medicaid","Rural",11,28.5308225,44.7740758,21.8340337
"634","Illinois","IL","Jackson",17077,"Expanded Medicaid","Metropolitan",16.4,26.6432018,42.8967995,21.4487006
"635","Illinois","IL","Jasper",17079,"Expanded Medicaid","Rural",8.7,24.8401943,35.8626537,20.0805418
"636","Illinois","IL","Jefferson",17081,"Expanded Medicaid","Rural",13.9,32.7230575,48.4057642,25.9869383
"637","Illinois","IL","Jersey",17083,"Expanded Medicaid","Metropolitan",7.7,14.8148148,16.2601626,14.2561508
"638","Illinois","IL","Jo Daviess",17085,"Expanded Medicaid","Rural",5.3,15.6521208,24.4577247,12.2931442
"639","Illinois","IL","Johnson",17087,"Expanded Medicaid","Rural",9.8,27.6410821,39.192399,22.4703172
"640","Illinois","IL","Kane",17089,"Expanded Medicaid","Metropolitan",7.6,20.5958627,38.8248297,12.0117166
"641","Illinois","IL","Kankakee",17091,"Expanded Medicaid","Metropolitan",10.9,25.150679,37.5067458,19.8359641
"642","Illinois","IL","Kendall",17093,"Expanded Medicaid","Metropolitan",4,14.2705723,20.5825344,10.9762266
"643","Illinois","IL","Knox",17095,"Expanded Medicaid","Rural",11.5,30.9091841,48.5296837,24.1545551
"644","Illinois","IL","Lake",17097,"Expanded Medicaid","Metropolitan",6.5,16.2513795,29.0395999,10.4767189
"645","Illinois","IL","LaSalle",17099,"Expanded Medicaid","Rural",9.8,24.4984137,38.7049908,18.8496308
"646","Illinois","IL","Lawrence",17101,"Expanded Medicaid","Rural",13.4,33.0297723,48.8174651,26.6190593
"647","Illinois","IL","Lee",17103,"Expanded Medicaid","Rural",6.8,23.5136811,36.2354218,18.4230519
"648","Illinois","IL","Livingston",17105,"Expanded Medicaid","Rural",9.2,26.0038106,40.0070746,20.024168
"649","Illinois","IL","Logan",17107,"Expanded Medicaid","Rural",5.4,24.5775441,38.5263506,19.0413743
"650","Illinois","IL","McDonough",17109,"Expanded Medicaid","Rural",10.9,22.6701393,34.7298956,18.736547
"651","Illinois","IL","McHenry",17111,"Expanded Medicaid","Metropolitan",5.3,14.6198284,24.0518339,10.5943469
"652","Illinois","IL","McLean",17113,"Expanded Medicaid","Metropolitan",7.3,16.443365,27.2427944,12.3443486
"653","Illinois","IL","Macon",17115,"Expanded Medicaid","Metropolitan",12.7,29.5211778,45.7053762,22.7769188
"654","Illinois","IL","Macoupin",17117,"Expanded Medicaid","Metropolitan",9.4,26.8562529,39.3086894,22.0213242
"655","Illinois","IL","Madison",17119,"Expanded Medicaid","Metropolitan",9.8,23.3483389,34.6985853,18.9548483
"656","Illinois","IL","Marion",17121,"Expanded Medicaid","Rural",13.9,38.0085653,59.4945055,29.0074579
"657","Illinois","IL","Marshall",17123,"Expanded Medicaid","Metropolitan",7.1,22.4764177,38.8845554,16.1585824
"658","Illinois","IL","Mason",17125,"Expanded Medicaid","Rural",10.2,34.2049339,57.2273325,25.1960406
"659","Illinois","IL","Massac",17127,"Expanded Medicaid","Rural",14.9,33.6622522,42.4940898,30.0036724
"660","Illinois","IL","Menard",17129,"Expanded Medicaid","Metropolitan",9.3,24.2002782,39.8101051,17.7321905
"661","Illinois","IL","Mercer",17131,"Expanded Medicaid","Metropolitan",9.4,18.4552454,26.3463132,15.2255002
"662","Illinois","IL","Monroe",17133,"Expanded Medicaid","Metropolitan",3.9,10.5223986,13.1752628,9.4389538
"663","Illinois","IL","Montgomery",17135,"Expanded Medicaid","Rural",11.2,28.9594568,42.9294579,22.8063867
"664","Illinois","IL","Morgan",17137,"Expanded Medicaid","Rural",10.7,25.1913578,40.6171108,19.5193647
"665","Illinois","IL","Moultrie",17139,"Expanded Medicaid","Rural",10.5,22.0520546,32.2946176,17.1212497
"666","Illinois","IL","Ogle",17141,"Expanded Medicaid","Rural",7.5,20.566459,32.4294056,15.6304087
"667","Illinois","IL","Peoria",17143,"Expanded Medicaid","Metropolitan",11.3,27.1578421,43.1830341,20.3026447
"668","Illinois","IL","Perry",17145,"Expanded Medicaid","Rural",10.1,27.9610885,37.0819973,24.2901917
"669","Illinois","IL","Piatt",17147,"Expanded Medicaid","Metropolitan",3.5,15.7080968,25.119557,11.7365905
"670","Illinois","IL","Pike",17149,"Expanded Medicaid","Rural",10.3,30.5199516,47.3488865,23.1669176
"671","Illinois","IL","Pope",17151,"Expanded Medicaid","Rural",10.1,41.0307898,43.2320442,40.3268551
"672","Illinois","IL","Pulaski",17153,"Expanded Medicaid","Rural",10,39.8801598,46.4615385,37.2114785
"673","Illinois","IL","Putnam",17155,"Expanded Medicaid","Rural",5,22.6077348,45.0209205,14.5645646
"674","Illinois","IL","Randolph",17157,"Expanded Medicaid","Rural",8,25.3568394,38.4073185,20.1991465
"675","Illinois","IL","Richland",17159,"Expanded Medicaid","Rural",9.2,31.550509,43.2381969,26.6932713
"676","Illinois","IL","Rock Island",17161,"Expanded Medicaid","Metropolitan",11,26.6204389,43.0558367,19.8274214
"677","Illinois","IL","St. Clair",17163,"Expanded Medicaid","Metropolitan",13.1,28.1026449,39.9598848,23.0566822
"678","Illinois","IL","Saline",17165,"Expanded Medicaid","Rural",17.2,41.1133262,56.8,34.7826087
"679","Illinois","IL","Sangamon",17167,"Expanded Medicaid","Metropolitan",11,25.1676939,40.9849539,18.8001052
"680","Illinois","IL","Schuyler",17169,"Expanded Medicaid","Rural",7.6,18.9141548,33.1420373,14.2790372
"681","Illinois","IL","Scott",17171,"Expanded Medicaid","Rural",11.3,27.1272727,45.0996678,19.7192742
"682","Illinois","IL","Shelby",17173,"Expanded Medicaid","Rural",8.2,23.5818476,36.7124394,18.3057449
"683","Illinois","IL","Stark",17175,"Expanded Medicaid","Metropolitan",9.1,23.6576411,39.7824398,16.9000326
"684","Illinois","IL","Stephenson",17177,"Expanded Medicaid","Rural",11.3,32.9093932,53.0320476,24.7389746
"685","Illinois","IL","Tazewell",17179,"Expanded Medicaid","Metropolitan",5.6,19.8693894,30.5530652,15.4070631
"686","Illinois","IL","Union",17181,"Expanded Medicaid","Rural",10.7,31.3084785,41.285347,27.4290284
"687","Illinois","IL","Vermilion",17183,"Expanded Medicaid","Metropolitan",14.7,34.4669615,49.5637348,27.4531731
"688","Illinois","IL","Wabash",17185,"Expanded Medicaid","Rural",8.9,28.0107239,39.5833333,23.3237909
"689","Illinois","IL","Warren",17187,"Expanded Medicaid","Rural",9.3,26.2005351,46.1742699,17.9739537
"690","Illinois","IL","Washington",17189,"Expanded Medicaid","Rural",7.2,20.099407,32.2428437,15.4421522
"691","Illinois","IL","Wayne",17191,"Expanded Medicaid","Rural",11.3,28.7161905,42.8171167,22.6981194
"692","Illinois","IL","White",17193,"Expanded Medicaid","Rural",9.8,31.5837104,44.8329691,26.1756085
"693","Illinois","IL","Whiteside",17195,"Expanded Medicaid","Rural",7.7,26.07547,39.8783473,20.2498356
"694","Illinois","IL","Will",17197,"Expanded Medicaid","Metropolitan",5.7,15.644288,25.5006598,11.1151536
"695","Illinois","IL","Williamson",17199,"Expanded Medicaid","Metropolitan",10.7,28.6913187,40.8384087,23.8273142
"696","Illinois","IL","Winnebago",17201,"Expanded Medicaid","Metropolitan",11.5,30.7878565,48.5383874,23.220017
"697","Illinois","IL","Woodford",17203,"Expanded Medicaid","Metropolitan",5.8,16.3988031,23.706646,12.9848382
"698","Indiana","IN","Adams",18001,"Expanded Medicaid","Rural",13.7,16.5439074,21.6963737,13.3449629
"699","Indiana","IN","Allen",18003,"Expanded Medicaid","Metropolitan",10.9,21.9286412,36.6304649,15.0470554
"700","Indiana","IN","Bartholomew",18005,"Expanded Medicaid","Metropolitan",8.5,16.9029796,27.5503701,12.3525591
"701","Indiana","IN","Benton",18007,"Expanded Medicaid","Metropolitan",9.9,27.0537455,46.0797197,18.1873852
"702","Indiana","IN","Blackford",18009,"Expanded Medicaid","Rural",9,24.4959156,39.1381766,18.505027
"703","Indiana","IN","Boone",18011,"Expanded Medicaid","Metropolitan",3.4,11.4046451,17.0515197,8.6890738
"704","Indiana","IN","Brown",18013,"Expanded Medicaid","Metropolitan",6.1,21.3319459,34.5031272,16.9516986
"705","Indiana","IN","Carroll",18015,"Expanded Medicaid","Metropolitan",7.4,15.8909493,28.1973203,10.5545775
"706","Indiana","IN","Cass",18017,"Expanded Medicaid","Rural",9.6,20.6917515,34.9598648,14.4909575
"707","Indiana","IN","Clark",18019,"Expanded Medicaid","Metropolitan",6.6,20.4611248,30.5911118,16.3930402
"708","Indiana","IN","Clay",18021,"Expanded Medicaid","Metropolitan",10.7,22.1413769,38.3372549,15.410691
"709","Indiana","IN","Clinton",18023,"Expanded Medicaid","Rural",8.3,21.2854666,37.0249606,13.5976715
"710","Indiana","IN","Crawford",18025,"Expanded Medicaid","Rural",13.7,26.1899261,35.1351351,22.4479764
"711","Indiana","IN","Daviess",18027,"Expanded Medicaid","Rural",8.7,19.7912905,30.7884731,13.5819209
"712","Indiana","IN","Dearborn",18029,"Expanded Medicaid","Metropolitan",6.5,18.7649837,30.0993,13.9646317
"713","Indiana","IN","Decatur",18031,"Expanded Medicaid","Rural",8.5,17.4077578,28.8730344,12.2708592
"714","Indiana","IN","DeKalb",18033,"Expanded Medicaid","Rural",9,19.159762,31.7571827,13.5341672
"715","Indiana","IN","Delaware",18035,"Expanded Medicaid","Metropolitan",12.6,21.4743092,38.5697346,15.6843738
"716","Indiana","IN","Dubois",18037,"Expanded Medicaid","Rural",7.6,9.9447044,16.5349991,7.0019279
"717","Indiana","IN","Elkhart",18039,"Expanded Medicaid","Metropolitan",10.5,21.2336878,36.1338027,13.5129474
"718","Indiana","IN","Fayette",18041,"Expanded Medicaid","Rural",15.2,26.9518886,42.8095502,20.6301188
"719","Indiana","IN","Floyd",18043,"Expanded Medicaid","Metropolitan",8.8,17.4736289,27.3391342,13.4920119
"720","Indiana","IN","Fountain",18045,"Expanded Medicaid","Rural",8.8,21.5408805,31.2828207,17.3773645
"721","Indiana","IN","Franklin",18047,"Expanded Medicaid","Rural",6.8,16.1603952,19.9105915,14.5095368
"722","Indiana","IN","Fulton",18049,"Expanded Medicaid","Rural",9.8,20.5588217,28.9881312,16.9240111
"723","Indiana","IN","Gibson",18051,"Expanded Medicaid","Rural",7.2,16.4930618,27.6271992,11.6484767
"724","Indiana","IN","Grant",18053,"Expanded Medicaid","Rural",14.5,28.9249286,50.502845,20.7486148
"725","Indiana","IN","Greene",18055,"Expanded Medicaid","Rural",9.3,23.0060883,33.5578447,18.7353004
"726","Indiana","IN","Hamilton",18057,"Expanded Medicaid","Metropolitan",3.5,6.5613278,9.0287367,5.322187
"727","Indiana","IN","Hancock",18059,"Expanded Medicaid","Metropolitan",5.3,12.2011515,16.2920738,10.4514002
"728","Indiana","IN","Harrison",18061,"Expanded Medicaid","Metropolitan",9.2,19.0260476,28.0588484,15.3511605
"729","Indiana","IN","Hendricks",18063,"Expanded Medicaid","Metropolitan",3.7,11.0083045,16.6230881,8.3949899
"730","Indiana","IN","Henry",18065,"Expanded Medicaid","Rural",12.3,25.9899655,40.2875012,20.179066
"731","Indiana","IN","Howard",18067,"Expanded Medicaid","Metropolitan",13.1,23.8755981,38.0719454,17.9794303
"732","Indiana","IN","Huntington",18069,"Expanded Medicaid","Rural",7.4,17.7853011,29.9408147,12.98207
"733","Indiana","IN","Jackson",18071,"Expanded Medicaid","Rural",11.5,19.5067387,28.0714159,15.6827151
"734","Indiana","IN","Jasper",18073,"Expanded Medicaid","Metropolitan",6.7,18.7839735,28.2497926,14.6535677
"735","Indiana","IN","Jay",18075,"Expanded Medicaid","Rural",12,26.1604832,40.8850494,19.0301375
"736","Indiana","IN","Jefferson",18077,"Expanded Medicaid","Rural",10.2,21.3277554,34.6180507,16.1076018
"737","Indiana","IN","Jennings",18079,"Expanded Medicaid","Rural",10.4,25.517947,39.3112318,19.653706
"738","Indiana","IN","Johnson",18081,"Expanded Medicaid","Metropolitan",7.1,15.3027868,24.3564457,11.2350742
"739","Indiana","IN","Knox",18083,"Expanded Medicaid","Rural",11.8,24.1170763,39.2551821,18.3414503
"740","Indiana","IN","Kosciusko",18085,"Expanded Medicaid","Rural",8,16.6857885,27.4715531,11.9196361
"741","Indiana","IN","LaGrange",18087,"Expanded Medicaid","Rural",7,13.1033664,17.2829341,10.356194
"742","Indiana","IN","Lake",18089,"Expanded Medicaid","Metropolitan",13.2,24.2782365,41.2901155,16.9210591
"743","Indiana","IN","LaPorte",18091,"Expanded Medicaid","Metropolitan",12.3,24.5106453,41.090295,17.4278523
"744","Indiana","IN","Lawrence",18093,"Expanded Medicaid","Rural",9.4,22.2658897,35.5049168,16.9459326
"745","Indiana","IN","Madison",18095,"Expanded Medicaid","Metropolitan",13.4,27.521745,45.6235995,20.1423449
"746","Indiana","IN","Marion",18097,"Expanded Medicaid","Metropolitan",15.2,27.9933499,49.3471387,18.9932089
"747","Indiana","IN","Marshall",18099,"Expanded Medicaid","Rural",8.5,20.2182979,30.006434,15.6103286
"748","Indiana","IN","Martin",18101,"Expanded Medicaid","Rural",11,20.4666991,30.7436643,16.2171448
"749","Indiana","IN","Miami",18103,"Expanded Medicaid","Rural",10.1,25.4378143,43.2183908,18.00526
"750","Indiana","IN","Monroe",18105,"Expanded Medicaid","Metropolitan",11.7,14.9957452,29.4080136,10.8735523
"751","Indiana","IN","Montgomery",18107,"Expanded Medicaid","Rural",6.1,17.7525309,30.8120252,12.2450821
"752","Indiana","IN","Morgan",18109,"Expanded Medicaid","Metropolitan",8.4,20.8084063,32.3784066,15.9672243
"753","Indiana","IN","Newton",18111,"Expanded Medicaid","Metropolitan",8.6,21.5192074,38.1862299,14.8251919
"754","Indiana","IN","Noble",18113,"Expanded Medicaid","Rural",7,18.4662836,30.8544674,12.6697824
"755","Indiana","IN","Ohio",18115,"Expanded Medicaid","Metropolitan",1.6,15.2966102,25.0413223,11.9373219
"756","Indiana","IN","Orange",18117,"Expanded Medicaid","Rural",11.6,28.1285302,42.1568627,21.9061424
"757","Indiana","IN","Owen",18119,"Expanded Medicaid","Metropolitan",9.2,24.3485864,41.1018711,17.8209802
"758","Indiana","IN","Parke",18121,"Expanded Medicaid","Rural",7.9,23.2952743,33.1939362,18.9847485
"759","Indiana","IN","Perry",18123,"Expanded Medicaid","Rural",12.4,19.7944159,32.1193609,14.6223625
"760","Indiana","IN","Pike",18125,"Expanded Medicaid","Rural",5.5,19.5970329,31.3124354,14.7886328
"761","Indiana","IN","Porter",18127,"Expanded Medicaid","Metropolitan",8.3,15.192934,24.812551,11.3611497
"762","Indiana","IN","Posey",18129,"Expanded Medicaid","Metropolitan",6.4,15.4359241,23.3216725,12.3084038
"763","Indiana","IN","Pulaski",18131,"Expanded Medicaid","Rural",9.4,21.2907582,30.2056555,17.4662255
"764","Indiana","IN","Putnam",18133,"Expanded Medicaid","Metropolitan",7.7,19.2908488,34.1828529,13.5184386
"765","Indiana","IN","Randolph",18135,"Expanded Medicaid","Rural",11.9,26.2787031,44.7723306,17.9472518
"766","Indiana","IN","Ripley",18137,"Expanded Medicaid","Rural",6.6,17.8169254,27.9955518,13.3107692
"767","Indiana","IN","Rush",18139,"Expanded Medicaid","Rural",13.7,19.1642442,30.0071788,14.4348189
"768","Indiana","IN","St. Joseph",18141,"Expanded Medicaid","Metropolitan",12.6,21.197689,36.5596578,14.583988
"769","Indiana","IN","Scott",18143,"Expanded Medicaid","Metropolitan",9.5,21.5965535,32.6555653,17.0980392
"770","Indiana","IN","Shelby",18145,"Expanded Medicaid","Metropolitan",7.6,16.9330114,29.6269068,11.6150144
"771","Indiana","IN","Spencer",18147,"Expanded Medicaid","Rural",6.2,16.7499702,22.86,14.1622904
"772","Indiana","IN","Starke",18149,"Expanded Medicaid","Rural",11.5,30.250118,43.0279585,24.8206814
"773","Indiana","IN","Steuben",18151,"Expanded Medicaid","Rural",6.9,17.2952951,27.9888197,13.1297634
"774","Indiana","IN","Sullivan",18153,"Expanded Medicaid","Metropolitan",12.8,26.6653905,40.2317129,21.3664596
"775","Indiana","IN","Switzerland",18155,"Expanded Medicaid","Rural",15.9,26.8267581,39.5980254,20.6972415
"776","Indiana","IN","Tippecanoe",18157,"Expanded Medicaid","Metropolitan",10.6,14.9967965,29.1308169,9.9962359
"777","Indiana","IN","Tipton",18159,"Expanded Medicaid","Rural",6.9,17.1814044,28.5097814,12.7208881
"778","Indiana","IN","Union",18161,"Expanded Medicaid","Metropolitan",4,18.0908783,25.2063841,14.922813
"779","Indiana","IN","Vanderburgh",18163,"Expanded Medicaid","Metropolitan",13.1,23.3945044,39.2412862,17.320303
"780","Indiana","IN","Vermillion",18165,"Expanded Medicaid","Metropolitan",9.4,27.5290216,43.1227782,21.1969798
"781","Indiana","IN","Vigo",18167,"Expanded Medicaid","Metropolitan",14,26.1326806,43.3345835,19.7073702
"782","Indiana","IN","Wabash",18169,"Expanded Medicaid","Rural",10,19.3485601,35.4351813,13.0432379
"783","Indiana","IN","Warren",18171,"Expanded Medicaid","Rural",5.2,17.8042887,29.1407867,13.1343284
"784","Indiana","IN","Warrick",18173,"Expanded Medicaid","Metropolitan",6.1,12.9793796,19.1080017,10.218896
"785","Indiana","IN","Washington",18175,"Expanded Medicaid","Metropolitan",11.1,26.8094439,36.5083878,22.6031198
"786","Indiana","IN","Wayne",18177,"Expanded Medicaid","Rural",13.5,26.9146326,41.976573,20.8149723
"787","Indiana","IN","Wells",18179,"Expanded Medicaid","Metropolitan",7.3,18.5046975,29.7602833,13.1510754
"788","Indiana","IN","White",18181,"Expanded Medicaid","Rural",6.5,20.4236161,31.2086093,15.6004739
"789","Indiana","IN","Whitley",18183,"Expanded Medicaid","Metropolitan",6.8,16.4751373,26.2817383,12.3511294
"790","Iowa","IA","Adair",19001,"Expanded Medicaid","Rural",4.4,23.1126182,43.0225472,14.8662292
"791","Iowa","IA","Adams",19003,"Expanded Medicaid","Rural",5.4,22.1879287,31.8734793,18.3858644
"792","Iowa","IA","Allamakee",19005,"Expanded Medicaid","Rural",7.8,21.6668207,32.0295658,17.2254488
"793","Iowa","IA","Appanoose",19007,"Expanded Medicaid","Rural",9.6,30.1665638,46.3747811,23.4318149
"794","Iowa","IA","Audubon",19009,"Expanded Medicaid","Rural",9.1,26.6573945,45.378851,19.434629
